id,type,sim_state,tick_count,sim_time,delta_time,x,x_vel,x_acc,y,y_vel,y_acc,s,s_vel,s_acc,d,d_vel,d_acc,angle
32,3,2,1,40.006633,0.0,28.46046410105191,-0.0008471891134361451,0,25.352283368818462,-0.00041742773592234357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,2,40.040051,0.033418,28.46046410105191,-0.00092205534916608,0,25.352283368818462,-0.00045431589085981935,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,3,40.073486,0.033435,28.46046410105191,-0.0009971374134632761,0,25.352283368818462,-0.0004913103890313503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,4,40.106934,0.033448,28.46046410105191,-0.0011220302083602275,0,25.352283368818462,-0.0005528476724784863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,5,40.140343,0.033409,28.46046410105191,-0.0012467736634593507,0,25.352283368818462,-0.0006143113730942313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,6,40.173748,0.033405,28.46046410105191,-0.0013712923672773436,0,25.352283368818462,-0.0006756643340688028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,7,40.207159000000004,0.033411,28.46046410105191,-0.001471096067387232,0,25.352283368818462,-0.0007248396975299426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,8,40.240606,0.033447,28.46046410105191,-0.0015707011530110442,0,25.352283368818462,-0.000773917199493656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,9,40.274041000000004,0.033435,28.46046410105191,-0.0016456055056110342,0,25.352283368818462,-0.0008108241354075575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,10,40.307477,0.033436,28.46046410105191,-0.0017205142751527736,0,25.352283368818462,-0.0008477332476407304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,11,40.340925,0.033448,28.46046410105191,-0.001795447719784261,0,25.352283368818462,-0.0008846545178049765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,12,40.374379,0.033454,28.46046410105191,-0.0018698629409788536,0,25.352283368818462,-0.0009213204484794509,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,13,40.407826,0.033447,28.46046410105191,-0.0019204107239617742,0,25.352283368818462,-0.0009462263948281641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,14,40.441274,0.033448,28.46046410105191,-0.001995344168593261,0,25.352283368818462,-0.00098314766499241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,15,40.474722,0.033448,28.46046410105191,-0.0020709908598422508,0,25.352283368818462,-0.0010204203666327888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,16,40.508182,0.03346,28.46046410105191,-0.0021709408656651213,0,25.352283368818462,-0.0010696678179684704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,17,40.541628,0.033446,28.46046410105191,-0.002271688502615261,0,25.352283368818462,-0.0011193082787872496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,18,40.575043,0.033415,28.46046410105191,-0.0023964544922820416,0,25.352283368818462,-0.0011807830826542141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,19,40.608446,0.033403,28.46046410105191,-0.0025211791466413624,0,25.352283368818462,-0.0012422375197535553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,20,40.641847,0.033401,28.46046410105191,-0.0026468239477867835,0,25.352283368818462,-0.0013041453323549496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,21,40.675282,0.033435,28.46046410105191,-0.0027956507397622374,0,25.352283368818462,-0.0013774753950689597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,22,40.708706,0.033424,28.46046410105191,-0.0029214790980832445,0,25.352283368818462,-0.0014394736501170309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,23,40.742152000000004,0.033446,28.46046410105191,-0.003070252722547737,0,25.352283368818462,-0.001512777516090109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,24,40.775601,0.033449,28.46046410105191,-0.0031951457024239067,0,25.352283368818462,-0.0015743148906803622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,25,40.809061,0.03346,28.46046410105191,-0.0033212988792618277,0,25.352283368818462,-0.0016364731905825875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,26,40.842514,0.033453,28.46046410105191,-0.0034635084343418872,0,25.352283368818462,-0.0017065428027413457,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,27,40.875967,0.033453,28.46046410105191,-0.003475606399193116,0,25.352283368818462,-0.0017125037222066985,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,28,40.909424,0.033457,28.46046410105191,-0.0037047099805105344,0,25.352283368818462,-0.0018253878324063025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,29,40.94286,0.033436,28.46046410105191,-0.004004336224794025,0,25.352283368818462,-0.001973019928700467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,30,40.976291,0.033431,28.46046410105191,-0.004306941204370587,0,25.352283368818462,-0.002122119709965529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,3,2,31,41.009751,0.03346,28.46046410105191,-0.004655184240313008,0,25.352283368818462,-0.0022937063129313904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
