scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,2,Pedestrian,,placeholder,3;4;5;6;7;8;9,0,1.668333
2,s,3,Pedestrian,,placeholder,2;4;5;6;7;8;9;10;11;12;13;14;15;16,0,13.179833
3,s,4,Pedestrian,,placeholder,2;3;5;6;7;8;9,0,2.5025
4,s,5,Pedestrian,,placeholder,2;3;4;6;7;8;9,0,0.834167
5,s,6,Pedestrian,,placeholder,2;3;4;5;7;8;9,0,1.001
6,s,7,Pedestrian,,placeholder,2;3;4;5;6;8;9;10,0,5.839167
7,s,8,Pedestrian,,placeholder,2;3;4;5;6;7;9;10,0,4.337667
8,s,9,Pedestrian,,placeholder,2;3;4;5;6;7;8;10,0,4.5045
9,s,10,Pedestrian,,placeholder,3;7;8;9;11;12;13;14;15;16;17;18;19,3.5035,16.850167
10,s,11,Pedestrian,,placeholder,3;10;12;13;14;15;16;17;18;19;20;21;22;23,6.339667,21.688333
11,s,12,Pedestrian,,placeholder,3;10;11;13;14;15;16;17;18;19;20;21;22;23,6.339667,21.5215
12,s,13,Pedestrian,,placeholder,3;10;11;12;14;15;16;17;18;19;20;21;22;23;24,6.5065,22.5225
13,s,14,Pedestrian,,placeholder,3;10;11;12;13;15;16;17;18;19;20;21;22;23,7.340667,20.186833
14,s,15,Pedestrian,,placeholder,3;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29,9.009,28.028
15,s,16,Pedestrian,,placeholder,3;10;11;12;13;14;15;17;18;19;20;21;22;23;24;25,12.5125,25.191833
16,s,17,Pedestrian,,placeholder,10;11;12;13;14;15;16;18;19;20;21;22;23;24;25,13.346667,25.191833
17,s,18,Pedestrian,,placeholder,10;11;12;13;14;15;16;17;19;20;21;22;23;24;25;26;27;28;29,16.349667,26.5265
18,s,19,Pedestrian,,placeholder,10;11;12;13;14;15;16;17;18;20;21;22;23;24;25;26;27;28;29,16.850167,30.5305
19,s,20,Pedestrian,,placeholder,11;12;13;14;15;16;17;18;19;21;22;23;24;25;26;27;28;29;31;32,18.184833,36.202833
20,s,21,Pedestrian,,placeholder,11;12;13;14;15;16;17;18;19;20;22;23;24;25;26;27;28;29;31;32;33;34,18.5185,36.870167
21,s,22,Pedestrian,,placeholder,11;12;13;14;15;16;17;18;19;20;21;23;24;25;26;27;28;29;31;32;33;34,18.5185,36.703333
22,s,23,Pedestrian,,placeholder,11;12;13;14;15;16;17;18;19;20;21;22;24;25;26;27;28;29;31,19.185833,31.865167
