scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;4;5;6;7;8,0,5.672333
2,s,2,Pedestrian,,placeholder,1;3;4;5;6;7,0,4.5045
3,s,3,Pedestrian,,placeholder,1;2;4;5;6;7;8,0,5.338667
4,s,4,Pedestrian,,placeholder,1;2;3;5;6;7;8,0,7.173833
5,s,5,Pedestrian,,placeholder,1;2;3;4;6;7;8,0,8.341667
6,s,6,Pedestrian,,placeholder,1;2;3;4;5;7;8,0,9.175833
7,s,7,Pedestrian,,placeholder,1;2;3;4;5;6;8,0,10.343667
8,s,8,Pedestrian,,placeholder,1;3;4;5;6;7;11,5.171833,20.186833
9,s,11,Pedestrian,,placeholder,8;12;13,18.018,38.038
10,s,12,Pedestrian,,placeholder,11;13,33.867167,45.045
11,s,13,Pedestrian,,placeholder,11;12;16;17;19;20;21;22,38.038,53.053
12,s,16,Pedestrian,,placeholder,13;17;19;20;21;22;23;24,45.378667,56.723333
13,s,17,Pedestrian,,placeholder,13;16;19;20;21;22;23;24;25,48.715333,60.5605
14,s,19,Pedestrian,,placeholder,13;16;17;20;21;22;23;24;25,49.716333,61.728333
15,s,20,Pedestrian,,placeholder,13;16;17;19;21;22;23;24;25,51.217833,64.230833
16,s,21,Pedestrian,,placeholder,13;16;17;19;20;22;23;24;25;28,52.052,65.065
17,s,22,Pedestrian,,placeholder,13;16;17;19;20;21;23;24;25;28,52.886167,66.066
18,s,23,Pedestrian,,placeholder,16;17;19;20;21;22;24;25;28,53.219833,65.065
19,s,24,Pedestrian,,placeholder,16;17;19;20;21;22;23;25;28,53.887167,65.398667
20,s,25,Pedestrian,,placeholder,17;19;20;21;22;23;24,59.392667,64.397667
21,s,28,Pedestrian,,placeholder,21;22;23;24;30;31;32;33;34,64.5645,75.742333
22,s,30,Pedestrian,,placeholder,28;31;32;33;34,66.232833,76.743333
23,s,31,Pedestrian,,placeholder,28;30;32;33;34,67.067,78.078
24,s,32,Pedestrian,,placeholder,28;30;31;33;34;36,69.903167,83.416667
25,s,33,Pedestrian,,placeholder,28;30;31;32;34;36;37,70.737333,83.750333
26,s,34,Pedestrian,,placeholder,28;30;31;32;33;36;37,70.904167,83.750333
27,s,36,Pedestrian,,placeholder,32;33;34;37;38,81.915167,96.262833
28,s,37,Pedestrian,,placeholder,33;34;36;38,83.750333,95.762333
29,s,38,Pedestrian,,placeholder,36;37,86.5865,98.5985
30,s,40,Pedestrian,,placeholder,,106.272833,118.284833
31,s,41,Pedestrian,,placeholder,44,124.958167,139.6395
32,s,44,Pedestrian,,placeholder,41;45;46;47,135.969167,150.316833
33,s,45,Pedestrian,,placeholder,44,144.144,147.981167
34,s,46,Pedestrian,,placeholder,44;47;48;50;51;52;53;54;55,149.315833,160.326833
35,s,47,Pedestrian,,placeholder,44;46;48;50;51;52;53;54;55,149.983167,161.995167
36,s,48,Pedestrian,,placeholder,46;47;50;51;52;53;54;55;56,151.151,163.6635
37,s,50,Pedestrian,,placeholder,46;47;48;51;52;53;54;55;56;58,152.152,164.164
38,s,51,Pedestrian,,placeholder,46;47;48;50;52;53;54;55;56;58;59,154.988167,167.333833
39,s,52,Pedestrian,,placeholder,46;47;48;50;51;53;54;55;56;58;59,155.155,167.500667
40,s,53,Pedestrian,,placeholder,46;47;48;50;51;52;54;55;56;58;59;60,156.322833,169.002167
41,s,54,Pedestrian,,placeholder,46;47;48;50;51;52;53;55;56;58;59;60;61,158.825333,173.506667
42,s,55,Pedestrian,,placeholder,46;47;48;50;51;52;53;54;56;58;59;60;61;62,160.16,178.511667
43,s,56,Pedestrian,,placeholder,48;50;51;52;53;54;55;58;59;60;61,163.6635,177.010167
44,s,58,Pedestrian,,placeholder,50;51;52;53;54;55;56;59;60;61,163.830333,175.175
45,s,59,Pedestrian,,placeholder,51;52;53;54;55;56;58;60;61,166.833333,178.344833
46,s,60,Pedestrian,,placeholder,53;54;55;56;58;59;61;62,167.6675,180.18
47,s,61,Pedestrian,,placeholder,54;55;56;58;59;60;62,171.504667,182.515667
48,s,62,Pedestrian,,placeholder,55;60;61;63,178.511667,189.022167
49,s,63,Pedestrian,,placeholder,62,185.351833,195.028167
50,s,65,Pedestrian,,placeholder,66,200.533667,211.044167
51,s,66,Pedestrian,,placeholder,65,201.534667,213.546667
52,s,68,Pedestrian,,placeholder,70;71;72;73,215.7155,227.227
53,s,70,Pedestrian,,placeholder,68;71;72;73,218.7185,225.7255
54,s,71,Pedestrian,,placeholder,68;70;72;73,221.7215,232.899333
55,s,72,Pedestrian,,placeholder,68;70;71;73,224.891333,229.562667
56,s,73,Pedestrian,,placeholder,68;70;71;72;75,225.225,237.237
57,s,75,Pedestrian,,placeholder,73,233.399833,246.579667
58,s,77,Pedestrian,,placeholder,78,269.936333,286.953333
59,s,78,Pedestrian,,placeholder,77;79,283.283,290.957333
60,s,79,Pedestrian,,placeholder,78,287.954333,290.957333
