scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3,0,14.014
2,s,2,Pedestrian,,placeholder,1;3,2.002,19.185833
3,s,3,Pedestrian,,placeholder,1;2,11.845167,23.189833
4,s,4,Pedestrian,,placeholder,5;6;7,29.863167,41.875167
5,s,5,Pedestrian,,placeholder,4,32.699333,34.868167
6,s,7,Pedestrian,,placeholder,4;6;8;9;10;11;12;13;14,40.04,50.717333
7,s,8,Pedestrian,,placeholder,7;9;10;11;12;13;14;15;16,42.709333,54.721333
8,s,9,Pedestrian,,placeholder,7;8;10;11;12;13,44.377667,47.714333
9,s,10,Pedestrian,,placeholder,7;8;9;11;12;13;14;15;16;17;18,45.045,60.5605
10,s,11,Pedestrian,,placeholder,7;8;9;10;12;13,45.378667,48.381667
11,s,12,Pedestrian,,placeholder,7;8;9;10;11;13,45.378667,48.381667
12,s,13,Pedestrian,,placeholder,7;8;9;10;11;12,45.5455,47.5475
13,s,14,Pedestrian,,placeholder,7;8;10;15;16;17;18,50.383667,60.894167
14,s,16,Pedestrian,,placeholder,8;10;14;15;17;18;20,54.220833,65.732333
15,s,17,Pedestrian,,placeholder,10;14;15;16;18;20;21;22;23;24,56.056,67.734333
16,s,18,Pedestrian,,placeholder,10;14;15;16;17;20;21;22;23;24;25,56.723333,73.073
17,s,20,Pedestrian,,placeholder,15;16;17;18;21;22;23;24;25;27,63.229833,74.5745
18,s,21,Pedestrian,,placeholder,15;17;18;20;22;23;24;25;27;28;31;32,65.899167,84.918167
19,s,22,Pedestrian,,placeholder,15;17;18;20;21;23;24;25;27;28;31;32,66.066,84.084
20,s,23,Pedestrian,,placeholder,15;17;18;20;21;22;24;25;27;28;31;32;33,66.066,86.419667
21,s,24,Pedestrian,,placeholder,15;17;18;20;21;22;23;25;27;28;31;32;33;34,66.733333,87.253833
22,s,25,Pedestrian,,placeholder,18;20;21;22;23;24;27;28;31,68.902167,80.914167
23,s,27,Pedestrian,,placeholder,20;21;22;23;24;25;28;31;32;33;34,74.074,87.087
24,s,28,Pedestrian,,placeholder,21;22;23;24;25;27;31,75.742333,83.083
25,s,31,Pedestrian,,placeholder,21;22;23;24;25;27;28;32;33;34,80.914167,90.5905
26,s,32,Pedestrian,,placeholder,21;22;23;24;27;31;33;34;35,83.416667,95.5955
27,s,33,Pedestrian,,placeholder,23;24;27;31;32;34;35;37;38,85.418667,96.763333
28,s,35,Pedestrian,,placeholder,32;33;34;37;38,90.924167,102.268833
29,s,37,Pedestrian,,placeholder,33;34;35;38,96.429667,106.439667
30,s,38,Pedestrian,,placeholder,33;34;35;37,96.5965,106.6065
31,s,42,Pedestrian,,placeholder,,119.6195,136.6365
32,s,45,Pedestrian,,placeholder,44;46;47;48;49;50,144.310833,154.821333
33,s,46,Pedestrian,,placeholder,44;45;47;48;49;50,145.478667,156.156
34,s,48,Pedestrian,,placeholder,44;45;46;47;49;50,146.479667,156.322833
35,s,49,Pedestrian,,placeholder,45;46;47;48;50,147.981167,158.158
36,s,50,Pedestrian,,placeholder,45;46;48;49;52;53;54,153.486667,165.498667
37,s,52,Pedestrian,,placeholder,50;53;54,158.825333,171.838333
38,s,53,Pedestrian,,placeholder,50;52;54,163.496667,174.507667
39,s,54,Pedestrian,,placeholder,50;52;53,164.6645,176.6765
40,s,56,Pedestrian,,placeholder,,178.344833,189.189
41,s,58,Pedestrian,,placeholder,59;60;61;62,202.368833,213.379833
42,s,59,Pedestrian,,placeholder,58;60;61;62;63;64;65,203.7035,215.7155
43,s,60,Pedestrian,,placeholder,58;59;61;62;63;64;65,204.204,215.7155
44,s,61,Pedestrian,,placeholder,58;59;60,205.538667,207.7075
45,s,62,Pedestrian,,placeholder,58;59;60;63;64;65;66;67;68;69,212.378833,224.390833
46,s,63,Pedestrian,,placeholder,59;60;62;64;65;66,213.546667,220.053167
47,s,64,Pedestrian,,placeholder,59;60;62;63;65;66;67;68;69,214.7145,229.062167
48,s,65,Pedestrian,,placeholder,59;60;62;63;64;66;67;68;69,215.215,224.224
49,s,66,Pedestrian,,placeholder,62;63;64;65;67;68;69;71,218.218,229.229
50,s,68,Pedestrian,,placeholder,62;64;65;66;67;69;71,222.555667,236.569667
51,s,69,Pedestrian,,placeholder,62;64;65;66;67;68;71;72,222.889333,238.571667
52,s,71,Pedestrian,,placeholder,66;67;68;69;72;73,229.229,241.241
53,s,72,Pedestrian,,placeholder,67;69;71;73;75;76;77,237.7375,253.7535
54,s,73,Pedestrian,,placeholder,67;71;72;75;76;77,239.7395,251.584667
