scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;5,0,7.007
2,s,2,Pedestrian,,placeholder,1;3;5,0,7.007
3,s,3,Pedestrian,,placeholder,1;2;5,0,11.845167
4,s,5,Pedestrian,,placeholder,1;2;3;6;7,5.839167,15.849167
5,s,6,Pedestrian,,placeholder,5;7,12.012,24.024
6,s,7,Pedestrian,,placeholder,5;6,13.5135,30.5305
7,s,9,Pedestrian,,placeholder,,33.033,48.048
8,s,11,Pedestrian,,placeholder,12,51.718333,64.731333
9,s,12,Pedestrian,,placeholder,11,51.718333,63.730333
10,s,17,Pedestrian,,placeholder,18;19,79.5795,99.5995
11,s,18,Pedestrian,,placeholder,17;19,79.5795,100.6005
12,s,19,Pedestrian,,placeholder,17;18,83.5835,93.5935
13,s,21,Pedestrian,,placeholder,22;23,122.122,140.14
14,s,22,Pedestrian,,placeholder,21;23,122.122,140.14
15,s,23,Pedestrian,,placeholder,21;22;24,135.301833,144.978167
16,s,24,Pedestrian,,placeholder,23,143.476667,144.978167
