scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
59,s,79,Pedestrian,,placeholder,75;76;77;78;80;81;82;83;84;85,252.585667,265.7655
60,s,82,Pedestrian,,placeholder,75;76;77;78;79;83;84;85;86;87;88,259.592667,273.439833
61,s,84,Pedestrian,,placeholder,77;78;79;82;85;86;87;88;89;90;91,264.430833,279.112167
62,s,85,Pedestrian,,placeholder,77;78;79;82;84;86;87;88;89;90;91,264.430833,279.279
63,s,86,Pedestrian,,placeholder,82;84;85;87;88;89;90;91,267.600667,283.116167
64,s,87,Pedestrian,,placeholder,82;84;85;86;88;89;90;91,268.268,281.281
65,s,88,Pedestrian,,placeholder,82;84;85;86;87;89;90;91,271.604667,286.452833
66,s,89,Pedestrian,,placeholder,84;85;86;87;88;90;91,274.440833,290.456833
67,s,90,Pedestrian,,placeholder,84;85;86;87;88;89;91,275.108167,290.7905
68,s,91,Pedestrian,,placeholder,84;85;86;87;88;89;90,276.109167,289.289
