scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;4;5,0,0.834167
2,s,2,Pedestrian,,placeholder,1;3;4;5;6,0,5.005
3,s,3,Pedestrian,,placeholder,1;2;4;5;6;7,0,10.01
4,s,4,Pedestrian,,placeholder,1;2;3;5,0,1.001
5,s,6,Pedestrian,,placeholder,2;3;5;7,4.170833,16.182833
6,s,7,Pedestrian,,placeholder,3;5;6,9.175833,18.184833
7,s,8,Pedestrian,,placeholder,9;10,25.692333,36.703333
8,s,9,Pedestrian,,placeholder,8;10,33.867167,45.879167
9,s,10,Pedestrian,,placeholder,8;9,35.201833,47.047
10,s,11,Pedestrian,,placeholder,12,51.384667,63.396667
11,s,12,Pedestrian,,placeholder,11,51.5515,63.5635
12,s,13,Pedestrian,,placeholder,14;15;16;17,65.899167,76.910167
13,s,14,Pedestrian,,placeholder,13;15;16;17,69.5695,81.5815
14,s,16,Pedestrian,,placeholder,13;14;15;17,72.072,82.916167
15,s,17,Pedestrian,,placeholder,13;14;15;16;18,74.741333,86.5865
16,s,19,Pedestrian,,placeholder,20;21,97.097,108.108
17,s,24,Pedestrian,,placeholder,23;25;26;27;28;29,121.6215,134.6345
18,s,25,Pedestrian,,placeholder,24;26;27;28;29,123.790333,135.802333
19,s,26,Pedestrian,,placeholder,24;25;27;28;29,127.794333,139.806333
20,s,27,Pedestrian,,placeholder,24;25;26;28;29,128.962167,141.975167
21,s,28,Pedestrian,,placeholder,24;25;26;27;29,130.296833,141.141
22,s,31,Pedestrian,,placeholder,32;33;34,148.982167,168.001167
23,s,32,Pedestrian,,placeholder,31;33,149.315833,159.325833
24,s,33,Pedestrian,,placeholder,31;32,150.483667,162.495667
25,s,34,Pedestrian,,placeholder,31;35,164.831333,179.846333
26,s,35,Pedestrian,,placeholder,34;36;37;38,177.6775,189.6895
27,s,36,Pedestrian,,placeholder,35;37;38,180.013167,190.023167
28,s,37,Pedestrian,,placeholder,35;36;38;39,181.514667,193.526667
29,s,38,Pedestrian,,placeholder,35;36;37;39,186.853333,196.863333
30,s,39,Pedestrian,,placeholder,37;38,192.025167,207.040167
31,s,41,Pedestrian,,placeholder,42,213.213,223.223
32,s,43,Pedestrian,,placeholder,44;45;46,223.890333,239.906333
33,s,45,Pedestrian,,placeholder,43;44;46;47;48,237.570667,250.583667
34,s,46,Pedestrian,,placeholder,43;44;45;47;48,238.571667,249.582667
35,s,47,Pedestrian,,placeholder,44;45;46;48;49;50,240.573667,252.585667
36,s,48,Pedestrian,,placeholder,45;46;47;49;50,245.078167,258.091167
37,s,49,Pedestrian,,placeholder,47;48;50,251.084167,262.095167
38,s,50,Pedestrian,,placeholder,47;48;49,251.7515,264.7645
39,s,51,Pedestrian,,placeholder,52;53;54,283.283,290.7905
40,s,53,Pedestrian,,placeholder,51;52;54,287.120167,290.7905
41,s,54,Pedestrian,,placeholder,51;52;53,287.453833,290.7905
