scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;4;5;6;7;8;9;10;11;12;13;14,0,12.178833
2,s,2,Pedestrian,,placeholder,1;3;4;5;6;7;8,0,2.836167
3,s,3,Pedestrian,,placeholder,1;2;4;5;6;7;8;9;10;11,0,7.674333
4,s,4,Pedestrian,,placeholder,1;2;3;5;6;7,0,2.168833
5,s,5,Pedestrian,,placeholder,1;2;3;4;6;7;8;9;10;11;12,0,9.342667
6,s,6,Pedestrian,,placeholder,1;2;3;4;5;7;8;9;10;11;12,0,9.342667
7,s,7,Pedestrian,,placeholder,1;2;3;4;5;6;8;9;10;11;12;13;14,0,12.345667
8,s,8,Pedestrian,,placeholder,1;2;3;5;6;7;9;10;11;12;13;14;15;16;17;18;19;20;21;22,2.335667,18.852167
9,s,9,Pedestrian,,placeholder,1;3;5;6;7;8;10;11;12;13;14;15;16;17;18;19;20,4.671333,16.683333
10,s,10,Pedestrian,,placeholder,1;3;5;6;7;8;9;11;12;13;14;15;16;17;18;19;20,4.671333,16.683333
11,s,11,Pedestrian,,placeholder,1;3;5;6;7;8;9;10;12;13;14;15;16;17;18;19;20;21;22,6.339667,18.685333
12,s,12,Pedestrian,,placeholder,1;5;6;7;8;9;10;11;13;14;15;16;17;18;19;20;21;22,8.5085,20.5205
13,s,13,Pedestrian,,placeholder,1;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22,11.678333,24.691333
14,s,14,Pedestrian,,placeholder,1;7;8;9;10;11;12;13;15;16;17;18;19;20;21;22,12.178833,24.5245
15,s,15,Pedestrian,,placeholder,8;9;10;11;12;13;14;16;17;18;19;20;21;22,13.5135,27.193833
16,s,16,Pedestrian,,placeholder,8;9;10;11;12;13;14;15;17;18;19;20;21;22,13.5135,27.5275
17,s,17,Pedestrian,,placeholder,8;9;10;11;12;13;14;15;16;18;19;20;21;22,14.347667,27.861167
18,s,18,Pedestrian,,placeholder,8;9;10;11;12;13;14;15;16;17;19;20;21;22,14.347667,27.694333
19,s,19,Pedestrian,,placeholder,8;9;10;11;12;13;14;15;16;17;18;20;21;22,16.016,29.863167
20,s,20,Pedestrian,,placeholder,8;9;10;11;12;13;14;15;16;17;18;19;21;22,16.016,30.03
21,s,21,Pedestrian,,placeholder,8;11;12;13;14;15;16;17;18;19;20;22,17.017,30.864167
22,s,22,Pedestrian,,placeholder,8;11;12;13;14;15;16;17;18;19;20;21,17.017,30.697333
23,s,27,Pedestrian,,placeholder,28,40.874167,54.220833
24,s,28,Pedestrian,,placeholder,27;29,49.382667,60.894167
25,s,29,Pedestrian,,placeholder,28,57.390667,70.07
26,s,30,Pedestrian,,placeholder,31;32;33,70.403667,81.414667
27,s,31,Pedestrian,,placeholder,30;32;33,72.405667,84.084
28,s,32,Pedestrian,,placeholder,30;31;33;35;36,76.743333,89.255833
29,s,33,Pedestrian,,placeholder,30;31;32;35;36,78.411667,89.756333
30,s,35,Pedestrian,,placeholder,32;33;36;38;39;40;41;42,87.420667,99.5995
31,s,36,Pedestrian,,placeholder,32;33;35;38;39;40;41;42,87.5875,99.766333
32,s,38,Pedestrian,,placeholder,35;36;39;40;41;42;43,90.924167,103.937167
33,s,39,Pedestrian,,placeholder,35;36;38;40;41;42;43,90.924167,103.6035
34,s,40,Pedestrian,,placeholder,35;36;38;39;41;42;43;44,93.426667,108.441667
35,s,41,Pedestrian,,placeholder,35;36;38;39;40;42;43;44,93.426667,108.441667
36,s,42,Pedestrian,,placeholder,35;36;38;39;40;41;43;44,96.096,110.276833
37,s,43,Pedestrian,,placeholder,38;39;40;41;42;44,102.6025,116.950167
38,s,44,Pedestrian,,placeholder,40;41;42;43,104.938167,117.784333
39,s,46,Pedestrian,,placeholder,47;48;49;51;52;53;54,128.962167,147.6475
40,s,47,Pedestrian,,placeholder,46;48;49;51;52;53;54,129.129,147.814333
41,s,48,Pedestrian,,placeholder,46;47;49;51;52;53;54,135.802333,148.148
42,s,49,Pedestrian,,placeholder,46;47;48;51;52;53;54;55,135.802333,149.816333
43,s,51,Pedestrian,,placeholder,46;47;48;49;52;53;54;55,137.137,149.149
44,s,52,Pedestrian,,placeholder,46;47;48;49;51;53;54;55,137.137,151.151
45,s,53,Pedestrian,,placeholder,46;47;48;49;51;52;54;55;57,146.146,159.826333
46,s,54,Pedestrian,,placeholder,46;47;48;49;51;52;53;55;57,146.146,159.6595
47,s,55,Pedestrian,,placeholder,49;51;52;53;54;57,149.149,159.993167
48,s,57,Pedestrian,,placeholder,53;54;55;59;60,159.492667,172.6725
49,s,59,Pedestrian,,placeholder,57;60;61;63;64;65;66,167.834333,189.355833
50,s,60,Pedestrian,,placeholder,57;59;61;63;64,170.6705,188.521667
51,s,61,Pedestrian,,placeholder,59;60;63,172.839333,186.352833
52,s,63,Pedestrian,,placeholder,59;60;61;64;65;66;67;68,178.344833,199.365833
53,s,64,Pedestrian,,placeholder,59;60;63;65;66;67;68,187.6875,199.6995
54,s,65,Pedestrian,,placeholder,59;63;64;66;67;68;69;70,188.855333,203.7035
55,s,66,Pedestrian,,placeholder,59;63;64;65;67;68;69;70,188.855333,204.037167
56,s,67,Pedestrian,,placeholder,63;64;65;66;68;69;70,190.523667,204.537667
57,s,68,Pedestrian,,placeholder,63;64;65;66;67;69;70,190.523667,204.871333
58,s,69,Pedestrian,,placeholder,65;66;67;68;70;71,201.034167,211.7115
59,s,70,Pedestrian,,placeholder,65;66;67;68;69;71,201.034167,211.878333
60,s,71,Pedestrian,,placeholder,69;70,205.205,217.383833
61,s,74,Pedestrian,,placeholder,,236.903333,244.577667
