scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,,0,1.5015
2,s,2,Pedestrian,,placeholder,3;4;5,46.880167,58.391667
3,s,3,Pedestrian,,placeholder,2;4;5;6,52.385667,65.065
4,s,4,Pedestrian,,placeholder,2;3;5;6,56.222833,68.401667
5,s,5,Pedestrian,,placeholder,2;3;4;6,58.391667,69.736333
6,s,6,Pedestrian,,placeholder,3;4;5,59.059,71.071
7,s,7,Pedestrian,,placeholder,,78.912167,90.924167
8,s,8,Pedestrian,,placeholder,9;11,93.259833,105.105
9,s,9,Pedestrian,,placeholder,8,93.760333,102.769333
10,s,11,Pedestrian,,placeholder,8;12,104.437667,115.448667
11,s,13,Pedestrian,,placeholder,14,116.116,128.128
12,s,14,Pedestrian,,placeholder,13,116.116,128.795333
13,s,17,Pedestrian,,placeholder,16;18,133.6335,151.6515
14,s,18,Pedestrian,,placeholder,17;19,149.315833,160.827333
15,s,20,Pedestrian,,placeholder,22,166.332833,182.849333
16,s,22,Pedestrian,,placeholder,20,177.343833,189.355833
17,s,23,Pedestrian,,placeholder,24,201.7015,216.7165
18,s,24,Pedestrian,,placeholder,23,204.537667,216.549667
19,s,26,Pedestrian,,placeholder,27;28,241.407833,252.585667
20,s,29,Pedestrian,,placeholder,30;31;32,254.254,266.266
21,s,30,Pedestrian,,placeholder,29;31;32;33,259.425833,272.105167
22,s,32,Pedestrian,,placeholder,29;30;31;33,262.595667,273.106167
23,s,34,Pedestrian,,placeholder,35;36;37;38;39,279.445833,290.7905
24,s,35,Pedestrian,,placeholder,34;36;37;38;39,279.946333,290.7905
25,s,36,Pedestrian,,placeholder,34;35;37;38;39,281.7815,290.7905
26,s,37,Pedestrian,,placeholder,34;35;36;38;39,285.952333,290.7905
27,s,39,Pedestrian,,placeholder,34;35;36;37;38,287.7875,290.7905
