scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;4,0,8.341667
2,s,2,Pedestrian,,placeholder,1;3;4;5;6;7;8;9,0.166833,14.180833
3,s,3,Pedestrian,,placeholder,1;2;4;5;6;7;8;9;10;11;12,0.166833,22.188833
4,s,4,Pedestrian,,placeholder,1;2;3;5;6;7;8;9;10;11;12,3.5035,24.691333
5,s,5,Pedestrian,,placeholder,2;3;4;6;7;8;9;10;11;12,9.009,27.027
6,s,6,Pedestrian,,placeholder,2;3;4;5;7;8;9;10;11;12,9.175833,27.193833
7,s,7,Pedestrian,,placeholder,2;3;4;5;6;8;9;10;11;12,10.844167,23.857167
8,s,8,Pedestrian,,placeholder,2;3;4;5;6;7;9;10;11;12,11.011,30.697333
9,s,9,Pedestrian,,placeholder,2;3;4;5;6;7;8;10;11;12,11.5115,30.864167
10,s,10,Pedestrian,,placeholder,3;4;5;6;7;8;9;11;12,17.5175,30.864167
11,s,11,Pedestrian,,placeholder,3;4;5;6;7;8;9;10;12,21.354667,38.371667
12,s,12,Pedestrian,,placeholder,3;4;5;6;7;8;9;10;11,21.5215,38.5385
13,s,16,Pedestrian,,placeholder,,45.712333,61.227833
14,s,18,Pedestrian,,placeholder,20;21;22,74.074,85.418667
15,s,20,Pedestrian,,placeholder,18;21;22;24;25;26;27;28,80.914167,94.427667
16,s,21,Pedestrian,,placeholder,18;20;22;24;25;26;27;28;29,81.247833,97.5975
17,s,22,Pedestrian,,placeholder,18;20;21;24;25;26;27;28;29;31;32;33;34,83.249833,108.274833
18,s,24,Pedestrian,,placeholder,20;21;22;25;26;27;28;29,87.420667,97.430667
19,s,25,Pedestrian,,placeholder,20;21;22;24;26;27;28;29;31;32;33,88.5885,102.268833
20,s,26,Pedestrian,,placeholder,20;21;22;24;25;27;28;29;31;32;33;34,89.5895,106.106
21,s,27,Pedestrian,,placeholder,20;21;22;24;25;26;28;29;31;32;33;34,90.256833,103.770333
22,s,28,Pedestrian,,placeholder,20;21;22;24;25;26;27;29;31;32;33;34,92.092,106.439667
23,s,29,Pedestrian,,placeholder,21;22;24;25;26;27;28;31;32;33;34;36;37;38,95.929167,113.113
24,s,31,Pedestrian,,placeholder,22;25;26;27;28;29;32;33;34;36;37;38,99.933167,113.6135
25,s,32,Pedestrian,,placeholder,22;25;26;27;28;29;31;33;34;36;37;38,99.933167,113.6135
26,s,33,Pedestrian,,placeholder,22;25;26;27;28;29;31;32;34;36;37;38;39;40;41;42;43;44;45,101.6015,118.118
27,s,34,Pedestrian,,placeholder,22;26;27;28;29;31;32;33;36;37;38,103.103,114.447667
28,s,36,Pedestrian,,placeholder,29;31;32;33;34;37;38;39;40;41;42;43;44;45,110.777333,131.297833
