scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,1,Pedestrian,,placeholder,2;3;4;5,0,1.001
2,s,2,Pedestrian,,placeholder,1;3;4;5;6;7;8;9;10,0,14.014
3,s,3,Pedestrian,,placeholder,1;2;4;5;6;7;8;9;10,0,14.347667
4,s,4,Pedestrian,,placeholder,1;2;3;5;6;7;8;9;10,0,15.348667
5,s,5,Pedestrian,,placeholder,1;2;3;4;6;7;8;9;10,0,15.181833
6,s,6,Pedestrian,,placeholder,2;3;4;5;7;8;9;10,2.002,17.350667
7,s,7,Pedestrian,,placeholder,2;3;4;5;6;8;9;10;14,3.670333,18.184833
8,s,8,Pedestrian,,placeholder,2;3;4;5;6;7;9;10;14,4.170833,19.185833
9,s,9,Pedestrian,,placeholder,2;3;4;5;6;7;8;10;14;16,6.006,20.5205
10,s,10,Pedestrian,,placeholder,2;3;4;5;6;7;8;9;14;16,9.342667,23.189833
11,s,14,Pedestrian,,placeholder,7;8;9;10;16;17,17.851167,31.031
12,s,16,Pedestrian,,placeholder,9;10;14;17;19,20.5205,36.5365
13,s,17,Pedestrian,,placeholder,14;16;19;20,29.029,48.214833
14,s,19,Pedestrian,,placeholder,16;17;20;24,35.702333,49.716333
15,s,20,Pedestrian,,placeholder,17;19;24;25,37.203833,53.219833
16,s,24,Pedestrian,,placeholder,19;20;25;26,49.215833,64.230833
17,s,25,Pedestrian,,placeholder,20;24;26,51.5515,59.5595
18,s,26,Pedestrian,,placeholder,24;25;27,53.720333,68.234833
19,s,27,Pedestrian,,placeholder,26;29;30;31;32;34;35;36,65.398667,82.415667
20,s,29,Pedestrian,,placeholder,27;30;31;32;34;35;36;37;38;39;40,69.069,87.087
21,s,30,Pedestrian,,placeholder,27;29;31;32;34;35;36;37,69.069,85.085
22,s,31,Pedestrian,,placeholder,27;29;30;32;34;35;36;37;38;39;40,70.904167,86.920167
23,s,32,Pedestrian,,placeholder,27;29;30;31;34;35;36;37;38;39;40,71.071,87.087
24,s,34,Pedestrian,,placeholder,27;29;30;31;32;35;36;37;38;39;40;41,75.742333,90.757333
25,s,35,Pedestrian,,placeholder,27;29;30;31;32;34;36;37;38;39;40;41,75.909167,90.924167
26,s,36,Pedestrian,,placeholder,27;29;30;31;32;34;35;37;38;39;40;41,77.077,92.092
27,s,37,Pedestrian,,placeholder,29;30;31;32;34;35;36;38;39;40;41;42;44,84.751333,98.765333
28,s,38,Pedestrian,,placeholder,29;31;32;34;35;36;37;39;40;41;42,85.251833,95.929167
29,s,39,Pedestrian,,placeholder,29;31;32;34;35;36;37;38;40;41;42;44,85.251833,99.099
30,s,40,Pedestrian,,placeholder,29;31;32;34;35;36;37;38;39;41;42,85.418667,95.428667
31,s,41,Pedestrian,,placeholder,34;35;36;37;38;39;40;42;44,87.253833,102.102
32,s,42,Pedestrian,,placeholder,37;38;39;40;41;44,93.259833,105.438667
33,s,44,Pedestrian,,placeholder,37;39;41;42,98.765333,105.438667
