id,agent_type,type,sim_state,tick_count,sim_time,delta_time,x,x_vel,x_acc,y,y_vel,y_acc,s,s_vel,s_acc,d,d_vel,d_acc,yaw
65,pedestrian,1,2,1,215.215,0.0,8.718255193671212,-3.054051197025782,0,3.4459876408800483,-1.2773526501674588,0,0.0,0.0,0.0,0.0,0.0,0.0,210.8828460758508
65,pedestrian,1,2,2,215.249184,0.034184,8.625806594036899,-3.083390643811894,0,3.394518480876148,-1.2048764046048233,0,0.0,0.0,0.0,0.0,0.0,0.0,210.8592262917105
65,pedestrian,1,2,3,215.28266200000002,0.033478,8.525749425463461,-3.116656508354576,0,3.334317129610782,-1.1162908249269672,0,0.0,0.0,0.0,0.0,0.0,0.0,210.83064178540874
65,pedestrian,1,2,4,215.31618600000002,0.033524,8.435000481144261,-3.1418689244044185,0,3.274360285491538,-1.0436982004918482,0,0.0,0.0,0.0,0.0,0.0,0.0,210.80742915596608
65,pedestrian,1,2,5,215.349596,0.03341,8.335209878526864,-3.1707248628589704,0,3.223957430760885,-0.9532215335533892,0,0.0,0.0,0.0,0.0,0.0,0.0,210.77874431866817
65,pedestrian,1,2,6,215.383101,0.033505,8.244455031876733,-3.197122922580801,0,3.1637075444288354,-0.8617055741894231,0,0.0,0.0,0.0,0.0,0.0,0.0,210.74997711679723
65,pedestrian,1,2,7,215.41657,0.033469,8.144559926331691,-3.2210428380202214,0,3.1035241291163636,-0.7688060003281132,0,0.0,0.0,0.0,0.0,0.0,0.0,210.72100640489455
65,pedestrian,1,2,8,215.450058,0.033488,8.053786574222503,-3.245881360595678,0,3.0437533292918997,-0.658149995823325,0,0.0,0.0,0.0,0.0,0.0,0.0,210.68676025995975
65,pedestrian,1,2,9,215.483539,0.033481,7.953923368806547,-3.2640250437356952,0,2.9930997583620567,-0.5637542576522129,0,0.0,0.0,0.0,0.0,0.0,0.0,210.65773790053714
65,pedestrian,1,2,10,215.51699,0.033451,7.863696797711513,-3.282031936015721,0,2.9329487104443137,-0.4510217835640993,0,0.0,0.0,0.0,0.0,0.0,0.0,210.62327388901997
65,pedestrian,1,2,11,215.550456,0.033466,7.772893448931162,-3.2961490705800807,0,2.873306768678751,-0.33766655425568187,0,0.0,0.0,0.0,0.0,0.0,0.0,210.58879436800987
65,pedestrian,1,2,12,215.583931,0.033475,7.673135764951322,-3.3063289039939625,0,2.8225746869427026,-0.22383859455779292,0,0.0,0.0,0.0,0.0,0.0,0.0,210.5543046546477
65,pedestrian,1,2,13,215.61740600000002,0.033475,7.582243266304194,-3.31261232802495,0,2.762380483499683,-0.10857237981100695,0,0.0,0.0,0.0,0.0,0.0,0.0,210.51947145822936
65,pedestrian,1,2,14,215.65088,0.033474,7.482555679936675,-3.315059524456247,0,2.7028212437373065,0.023568835134176055,0,0.0,0.0,0.0,0.0,0.0,0.0,210.4795985650943
65,pedestrian,1,2,15,215.684356,0.033476,7.391592923611205,-3.3137528197941037,0,2.651990278144312,0.13032956436839202,0,0.0,0.0,0.0,0.0,0.0,0.0,210.44739815155137
65,pedestrian,1,2,16,215.717831,0.033475,7.291967844228503,-3.31462246584346,0,2.591796073832068,0.13966898967354674,0,0.0,0.0,0.0,0.0,0.0,0.0,210.44459629572282
65,pedestrian,1,2,17,215.75131,0.033479,7.200933369741692,-3.30814191704467,0,2.532326728506925,0.2730575790807367,0,0.0,0.0,0.0,0.0,0.0,0.0,210.40435453835204
65,pedestrian,1,2,18,215.784837,0.033527,7.101231488176526,-3.296836413079696,0,2.481305171030617,0.4049177104747385,0,0.0,0.0,0.0,0.0,0.0,0.0,210.36450120214238
65,pedestrian,1,2,19,215.818316,0.033479,7.010115415031589,-3.283115316639046,0,2.4219177509991963,0.5202907922899135,0,0.0,0.0,0.0,0.0,0.0,0.0,210.32954196771593
65,pedestrian,1,2,20,215.851797,0.033481,6.910621674931919,-3.260769313479637,0,2.370898627770271,0.6588048159045317,0,0.0,0.0,0.0,0.0,0.0,0.0,210.28735393271916
65,pedestrian,1,2,21,215.885244,0.033447,6.819531005499877,-3.2164172574103795,0,2.3107531269544865,0.8626498806628784,0,0.0,0.0,0.0,0.0,0.0,0.0,210.22467559755452
65,pedestrian,1,2,22,215.918709,0.033465,6.719237302822155,-3.1645809770513327,0,2.2514786945224614,1.0487673378800602,0,0.0,0.0,0.0,0.0,0.0,0.0,210.16669485126445
65,pedestrian,1,2,23,215.952183,0.033474,6.619850231818733,-3.0959467713977418,0,2.200384331937418,1.2482242017999787,0,0.0,0.0,0.0,0.0,0.0,0.0,210.10346721013389
65,pedestrian,1,2,24,215.985656,0.033473,6.52859595046155,-3.0149262772463956,0,2.1411580189126225,1.443280431955868,0,0.0,0.0,0.0,0.0,0.0,0.0,210.04023992179742
65,pedestrian,1,2,25,216.01913,0.033474,6.42927326596458,-2.92062364091646,0,2.089999688286827,1.6347178666919728,0,0.0,0.0,0.0,0.0,0.0,0.0,209.97644064975202
65,pedestrian,1,2,26,216.052604,0.033474,6.337954289030966,-2.8059825322750784,0,2.0308371890291306,1.8330120076145107,0,0.0,0.0,0.0,0.0,0.0,0.0,209.9080552198102
65,pedestrian,1,2,27,216.08607800000001,0.033474,6.23763092467946,-2.6882524372589884,0,1.979613079169196,2.009417734195935,0,0.0,0.0,0.0,0.0,0.0,0.0,209.84482606079263
65,pedestrian,1,2,28,216.119551,0.033473,6.138407440372041,-2.5595064396788696,0,1.9205166661002142,2.1783088875841616,0,0.0,0.0,0.0,0.0,0.0,0.0,209.78160048491213
65,pedestrian,1,2,29,216.153023,0.033472,6.04699822559962,-2.4216645332825855,0,1.869233459830311,2.33738721907993,0,0.0,0.0,0.0,0.0,0.0,0.0,209.71902156202336
65,pedestrian,1,2,30,216.186497,0.033474,5.9466748900987465,-2.28457641058717,0,1.8101974898903257,2.4772349471878092,0,0.0,0.0,0.0,0.0,0.0,0.0,209.6608770222494
65,pedestrian,1,2,31,216.21997100000002,0.033474,5.847544312686044,-2.1278683303646178,0,1.7588470532207128,2.6183843863609506,0,0.0,0.0,0.0,0.0,0.0,0.0,209.59833143344252
65,pedestrian,1,2,32,216.253445,0.033474,5.756033172015336,-1.9761432057244674,0,1.6998766302877881,2.7393642055951855,0,0.0,0.0,0.0,0.0,0.0,0.0,209.5408517101793
65,pedestrian,1,2,33,216.286919,0.033474,5.655709865370595,-1.8067443362553517,0,1.6484604433637016,2.857203381390268,0,0.0,0.0,0.0,0.0,0.0,0.0,209.4797767174314
65,pedestrian,1,2,34,216.320392,0.033473,5.55539218640862,-1.5690795404382671,0,1.5882698361685719,2.9987629132170985,0,0.0,0.0,0.0,0.0,0.0,0.0,209.39798199959466
65,pedestrian,1,2,35,216.353867,0.033475,5.455068117824309,-1.412946588070203,0,1.5293941024231597,3.0781303889557203,0,0.0,0.0,0.0,0.0,0.0,0.0,209.34624868831838
65,pedestrian,1,2,36,216.38734,0.033473,5.354747836755026,-1.2550499477514738,0,1.4778832264313568,3.1479120050087483,0,0.0,0.0,0.0,0.0,0.0,0.0,209.2952912446412
65,pedestrian,1,2,37,216.420812,0.033472,5.254433153608212,-1.1094525133013207,0,1.4190766213541561,3.2034817048743993,0,0.0,0.0,0.0,0.0,0.0,0.0,209.2493103813484
65,pedestrian,1,2,38,216.454286,0.033474,5.154112054919692,-0.9638870806688316,0,1.367501756937867,3.25107988786582,0,0.0,0.0,0.0,0.0,0.0,0.0,209.20413691856243
65,pedestrian,1,2,39,216.48779,0.033504,5.053698896276546,-0.8349621004637758,0,1.3087094927452558,3.2865830822205946,0,0.0,0.0,0.0,0.0,0.0,0.0,209.1646981817175
65,pedestrian,1,2,40,216.521295,0.033505,4.953285313702131,-0.7208230002233633,0,1.2570057127080996,3.312444284385101,0,0.0,0.0,0.0,0.0,0.0,0.0,209.13017853489424
65,pedestrian,1,2,41,216.554746,0.033451,4.853033111670292,-0.6088214140180155,0,1.1983765988574588,3.3328946443739316,0,0.0,0.0,0.0,0.0,0.0,0.0,209.096586527621
