scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,,26,,,placeholder,28;40;41;61;79;90;93;94;107;114;141,0,112.278833
2,,28,,,placeholder,26;40;41;61;79;90;93;94;107;114;141,0,114.280833
3,,40,,,placeholder,26;28;41;61;79;90;93;94;107;114;141;149;150,12.5125,131.798333
4,,41,,,placeholder,26;28;40;61;79;90;93;94;107;114;141;149;150,13.5135,131.965167
5,,61,,,placeholder,26;28;40;41;79;90;93;94;107;114,30.697333,96.262833
6,,79,,,placeholder,26;28;40;41;61;90;93;94;107;114;141;149;150,47.714333,151.317833
7,,90,,,placeholder,26;28;40;41;61;79;93;94;107;114;141;149;150,55.055,156.489667
8,,93,,,placeholder,26;28;40;41;61;79;90;94;107,58.892167,68.902167
9,,94,,,placeholder,26;28;40;41;61;79;90;93;107,59.392667,69.235833
10,,107,,,placeholder,26;28;40;41;61;79;90;93;94;114,67.233833,72.906167
11,,114,,,placeholder,26;28;40;41;61;79;90;107;141;149;150,70.07,160.326833
12,,141,,,placeholder,26;28;40;41;79;90;114,101.768333,114.6145
13,,149,,,placeholder,40;41;79;90;114;150;239;254;258;262;269;270;289;308,114.948167,257.924333
14,,150,,,placeholder,40;41;79;90;114;149;239;254;258;262;269;270;289;308,114.948167,258.925333
15,,239,,,placeholder,149;150;254;258;262;269;270;289;308,176.843333,243.7435
16,,254,,,placeholder,149;150;239;258;262;269;270,185.018167,213.046167
17,,258,,,placeholder,149;150;239;254;262,188.021167,197.197
18,,262,,,placeholder,149;150;239;254;258;269;270;289,194.194,226.226
19,,269,,,placeholder,149;150;239;254;262;270,204.7045,207.373833
20,,270,,,placeholder,149;150;239;254;262;269;289;308;338;340;349,206.539667,290.7905
21,,289,,,placeholder,149;150;239;262;270,222.889333,231.898333
22,,308,,,placeholder,149;150;239;270;338;340,234.567667,268.601667
23,,338,,,placeholder,270;308;340;349,267.267,285.451833
24,,340,,,placeholder,270;308;338;349,267.267,284.117167
25,,349,,,placeholder,270;338;340,271.7715,290.7905
