scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,x,16,Pedestrian,,,,,
2,x,17,Pedestrian,,,,,
3,x,18,Pedestrian,,,,,
4,s,19,Pedestrian,w_e,crossed_bottom_crosswalk,"27,63,114,169,172,180,203,205,259,260,277,9",0,59.526133
5,x,22,Pedestrian,,,,,
6,s,27,Pedestrian,"e_w, s_n",crossed_bottom_and_left_crosswalk,"19,63,114,169,172,180,203,205,259,260,277",9.5095,103.436667
7,x,45,Pedestrian,,,,,
8,s,63,Pedestrian,"n_s, e_w",crossed_right_and_bottom_crosswalk,"19,27,114,169,172,180,203,205,259,260,277",51.384667,162.6625
9,x,69,Pedestrian,,,,,
10,x,85,Pedestrian,,,,,
11,x,98,Pedestrian,,,,,
12,s,114,Pedestrian,"e_w, n_s",crossed_top_and_left_crosswalk,"19,27,63,169,172,180,203,205,259,260,277",100.1,224.390833
13,x,118,Pedestrian,,,,,
14,x,137,Pedestrian,,,,,
15,s,169,Pedestrian,w_e,crossed_top_crosswalk,"19,27,63,114,172,180,203,205,259,260,277",163.6635,274.274
16,s,172,Pedestrian,s_n,crossed_left_crosswalk,"19,27,63,114,169,180,203,205,259,260,277",170.837333,222.222
17,s,180,Pedestrian,s_n,crossed_left_crosswalk,"19,27,63,114,169,172,203,205,259,260,277",189.6895,255.255
18,x,184,Pedestrian,,,,,
19,s,203,Pedestrian,"e_w, n_s",crossed_top_and_left_crosswalk,"19,27,63,114,169,172,180,205,259,260,277",208.7085,290.957333
20,s,205,Pedestrian,"e_w, n_s",crossed_top_and_left_crosswalk,"19,27,63,114,169,172,180,203,259,260,277",209.375833,290.957333
21,s,259,Pedestrian,n_w,walked_top_left_sidewalk,"19,27,63,114,169,172,180,203,205,260,277",274.440833,290.957333
22,s,260,Pedestrian,n_w,walked_top_left_sidewalk,"19,27,63,114,169,172,180,203,205,259,277",274.440833,290.957333
23,s,277,Pedestrian,w_e,walked_bottom_left_sidewalk,"19,27,63,114,169,172,180,203,205,259,260",283.449833,290.957333
