scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,,20,,,placeholder,21;23;26;27;28;29;30;32;49;53;76;78;80,0,95.428667
2,,21,,,placeholder,20;23;26;27;28;29;30;32;49;53;76;78;80,0,68.902167
3,,23,,,placeholder,20;21;26;27;28;29;30;32;49;53;76;78;80;132,0,149.816333
4,,26,,,placeholder,20;21;23;27;28;29;30;32;49;53;76;78;80,0,96.262833
5,,27,,,placeholder,20;21;23;26;28;29;30;32;49;53;76;78;80,0,96.763333
6,,28,,,placeholder,20;21;23;26;27;29;30;32;49;53;76;78;80,0,95.762333
7,,29,,,placeholder,20;21;23;26;27;28;30;32,0,18.852167
8,,30,,,placeholder,20;21;23;26;27;28;29;32;49;53;76;78;80,0,94.761333
9,,32,,,placeholder,20;21;23;26;27;28;29;30;49;53;76;78;80;132,3.003,131.131
10,,49,,,placeholder,20;21;23;26;27;28;30;32;53,24.357667,35.368667
11,,53,,,placeholder,20;21;23;26;27;28;30;32;49,31.865167,42.042
12,,76,,,placeholder,20;21;23;26;27;28;30;32;78;80;132,63.730333,146.813333
13,,78,,,placeholder,20;21;23;26;27;28;30;32;76;80;132,64.397667,147.981167
14,,80,,,placeholder,20;21;23;26;27;28;30;32;76;78;132,66.232833,122.956167
15,,132,,,placeholder,23;32;76;78;80;192;193;209;210;214;217;222;228;229;234;236;256;266;267;271,100.6005,256.256
16,,192,,,placeholder,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,162.996167,258.258
17,,193,,,placeholder,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,162.996167,257.7575
18,,209,,,placeholder,132;192;193;210;214;217,178.845333,188.521667
19,,210,,,placeholder,132;192;193;209;214;217,179.179,189.522667
20,,214,,,placeholder,132;192;193;209;210;217;222;228;229;234;236,182.849333,212.378833
21,,217,,,placeholder,132;192;193;209;210;214;222;228;229;234;236;256;266;267;271,185.6855,274.107167
22,,222,,,placeholder,132;192;193;214;217;228;229;234;236;256;266;267;271,195.195,260.26
23,,228,,,placeholder,132;192;193;214;217;222;229;234;236;256;266;267;271,203.536667,290.7905
24,,229,,,placeholder,132;192;193;214;217;222;228;234;236;256;266;267;271,203.536667,290.7905
25,,234,,,placeholder,132;192;193;214;217;222;228;229;236;256;266;267;271,207.874333,258.424833
26,,236,,,placeholder,132;192;193;214;217;222;228;229;234,208.374833,217.7175
27,,256,,,placeholder,132;192;193;217;222;228;229;234;266;267;271,235.568667,258.591667
28,,266,,,placeholder,132;192;193;217;222;228;229;234;256;267;271,242.075167,278.7785
29,,267,,,placeholder,132;192;193;217;222;228;229;234;256;266;271,242.075167,278.444833
30,,271,,,placeholder,132;192;193;217;222;228;229;234;256;266;267,247.080167,258.591667
