scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,18,Pedestrian,,placeholder,,0,38.038
2,s,19,Pedestrian,,placeholder,,0,20.186833
3,s,20,Pedestrian,,placeholder,,0,20.5205
4,s,21,Pedestrian,,placeholder,,0.166833,13.847167
5,s,22,Pedestrian,,placeholder,,0.667333,12.345667
6,s,79,Pedestrian,,placeholder,,59.392667,190.19
7,s,95,Pedestrian,,placeholder,,75.909167,187.854333
8,s,105,Pedestrian,,placeholder,,93.760333,179.6795
9,s,134,Pedestrian,,placeholder,,121.6215,201.367833
10,s,156,Pedestrian,,placeholder,,137.804333,278.7785
11,s,160,Pedestrian,,placeholder,,146.813333,201.367833
12,s,189,Pedestrian,,placeholder,,181.848333,193.193
13,s,204,Pedestrian,,placeholder,,195.361833,289.122167
14,s,209,Pedestrian,,placeholder,,201.534667,291.124167
15,s,211,Pedestrian,,placeholder,,203.036167,230.396833
16,s,212,Pedestrian,,placeholder,,203.7035,231.564667
17,s,248,Pedestrian,,placeholder,,258.258,290.29
18,s,249,Pedestrian,,placeholder,,258.258,291.124167
19,s,250,Pedestrian,,placeholder,,258.258,291.124167
20,s,254,Pedestrian,,placeholder,,259.592667,270.27
21,s,270,Pedestrian,,placeholder,,274.7745,289.7895
