scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
,,1,,,,,0,12.679333
,,21,,,,,0,108.775333
,,22,,,,,0,51.384667
,,23,,,,,0,43.376667
,,25,,,,,0,9.175833
,,27,,,,,0,109.275833
,,28,,,,,0,101.935167
,,55,,,,,36.036,157.6575
,,59,,,,,38.872167,157.490667
,,167,,,,,151.484667,212.7125
,,192,,,,,169.335833,206.7065
,,235,,,,,218.051167,290.7905
,,247,,,,,232.232,288.288
,,248,,,,,236.236,290.7905
,,285,,,,,265.7655,289.7895
,,286,,,,,265.7655,290.7905
,,287,,,,,265.7655,290.7905
,,303,,,,,275.7755,290.7905
