scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,,29,,,placeholder,,21.688333,41.875167
2,,59,,,placeholder,83;96;107,51.885167,123.6235
3,,83,,,placeholder,59;96;107,86.5865,153.486667
4,,96,,,placeholder,59;83;107;152;159;160;200;201;202,98.5985,227.393833
5,,107,,,placeholder,59;83;96;152;159;160;200;201;202,109.275833,244.911333
6,,152,,,placeholder,96;107;159;160;200;201;202,158.158,224.057167
7,,159,,,placeholder,96;107;152;160;200;201;202;243,165.498667,260.26
8,,160,,,placeholder,96;107;152;159;200;201;202,165.999167,247.413833
9,,200,,,placeholder,96;107;152;159;160;201;202;243;254;255;259,212.7125,290.7905
10,,201,,,placeholder,96;107;152;159;160;200;202;243;254;255,215.882333,286.619667
11,,202,,,placeholder,96;107;152;159;160;200;201;243;254;255,215.882333,286.286
12,,243,,,placeholder,159;200;201;202;254;255;259,248.248,290.7905
13,,254,,,placeholder,200;201;202;243;255;259,275.108167,290.7905
14,,255,,,placeholder,200;201;202;243;254;259,275.108167,290.7905
15,,259,,,placeholder,200;243;254;255,289.289,290.7905
