video_id,scenario_id,scenario_type,time,ed_mean,ed_median,ed_max,ed,ade,fd,hd
776,51,group_no_interaction_on_crosswalk,12.950169999999986,0.67,0.73,1.30,0.40,0.64,1.13,1.13
776,52,group_no_interaction_on_crosswalk,24.952170999999993,1.29,1.19,1.91,1.22,1.82,1.81,1.81
776,53,group_no_interaction_on_crosswalk,5.958553999999992,0.58,0.62,1.04,0.45,0.46,0.54,0.54
776,54,group_no_interaction_on_walkway,27.21907299999998,2.81,3.24,4.27,2.39,9.89,4.27,4.27
776,56,group_no_interaction_on_crosswalk,12.949529000000013,0.90,0.95,1.91,0.45,1.16,1.75,1.75
776,57,group_no_interaction_on_crosswalk,24.952114999999992,1.87,1.99,2.52,1.76,3.73,1.97,1.97
776,58,group_no_interaction_on_crosswalk,5.793718000000013,2.22,2.51,3.03,1.36,5.54,2.33,2.32
776,63,group_no_interaction_on_crosswalk;minor_cut_exit_corner,39.278823999999986,1.29,1.21,2.44,1.28,1.89,1.77,1.77
776,64,single_passes_oncoming_group_on_left_on_crosswalk,41.91073800000001,2.08,2.29,2.65,1.96,4.69,2.34,2.34
776,65,single_no_interaction_on_walkway,7.096940000000018,0.33,0.33,0.50,0.25,0.12,0.42,0.42
776,67,group_no_interaction_on_walkway,36.41573700000001,2.22,2.69,3.36,2.01,6.23,1.46,1.46
776,68,group_passes_oncoming_group_on_left_on_crosswalk,25.97720000000001,1.91,2.61,2.98,1.68,5.15,2.65,2.64
776,69,group_no_interaction_on_crosswalk,6.929690999999991,0.40,0.39,0.72,0.30,0.18,0.72,0.72
776,71,group_no_interaction_on_walkway,36.42993799999999,1.68,1.98,2.80,1.68,3.64,2.14,2.14
776,72,group_passes_oncoming_group_on_left_on_crosswalk,25.966174999999993,2.01,2.90,3.25,1.76,6.01,2.81,2.80
776,73,group_no_interaction_on_crosswalk,6.93166100000002,0.30,0.29,0.58,0.25,0.11,0.46,0.46
776,74,group_no_interaction_on_walkway,1.2718649999999911,0.19,0.22,0.25,0.09,0.04,0.25,0.25
776,78,group_no_interaction_on_crosswalk,4.8544390000000135,0.45,0.47,0.54,0.32,0.21,0.47,0.47
776,80,group_no_interaction_on_walkway,7.757325999999978,1.55,1.65,1.71,1.13,2.50,1.65,1.65
776,81,group_no_interaction_on_crosswalk,8.887754000000001,0.70,0.80,1.19,0.55,0.60,1.02,1.02
776,82,group_passes_oncoming_group_on_left_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_beginning_of_vehicle_turn,19.934631999999993,1.94,2.23,2.69,1.49,4.11,2.43,2.41
776,83,group_no_interaction_on_walkway,7.412373000000002,1.48,1.62,1.94,1.04,2.38,1.94,1.94
777,2,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,1.6071859999999987,0.99,1.10,1.41,0.36,1.13,1.41,1.41
777,3,single_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_beginning_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_beginning_of_vehicle_turn,22.894974000000005,1.17,1.21,1.48,1.06,1.44,0.89,0.87
777,4,single_no_interaction_on_walkway,21.419894999999997,3.78,4.86,5.28,3.78,17.40,0.51,0.51
777,5,single_no_interaction_on_walkway,37.58094299999999,0.73,0.80,1.08,0.73,0.60,1.06,1.06
777,6,single_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,43.936901000000006,0.70,0.65,2.51,0.70,1.03,0.66,0.66
777,7,single_passes_oncoming_single_on_right_on_walkway,39.31589600000001,1.81,1.73,3.53,1.77,3.91,1.64,1.63
777,8,single_no_interaction_on_walkway,3.9488520000000022,1.93,2.13,2.31,1.06,3.97,2.31,2.31
777,9,single_passes_oncoming_single_on_right_on_walkway,66.547818,1.77,0.15,5.34,1.77,7.06,1.43,1.43
777,11,single_no_interaction_on_crosswalk,24.79406499999999,0.40,0.17,1.46,0.40,0.32,0.33,0.33
777,12,single_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,17.049446999999986,1.16,1.10,2.28,1.11,1.70,0.76,0.76
777,13,single_no_interaction_on_walkway,9.953024,1.34,1.40,1.56,1.05,1.86,1.38,1.38
777,15,single_no_interaction_on_crosswalk,6.3931320000000085,1.55,1.66,1.78,1.07,2.50,1.53,1.52
778,1,single_no_interaction_on_walkway,9.976237,0.38,0.35,0.66,0.38,0.18,0.45,0.45
778,2,single_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,44.970962,1.08,0.96,1.98,1.00,1.44,1.97,1.98
778,3,single_passes_oncoming_group_on_left_on_walkway,28.935274999999997,0.96,0.96,1.60,0.90,1.01,1.60,1.60
778,4,single_passes_oncoming_single_on_left_on_walkway,35.93691,3.24,3.35,7.13,3.24,14.34,2.31,2.31
778,5,group_no_interaction_on_crosswalk,71.95442400000002,0.92,0.44,2.55,0.79,1.41,2.54,2.55
778,6,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,7.968329000000011,2.82,3.18,4.49,1.76,10.24,4.10,4.09
778,8,single_no_interaction_on_walkway,9.139499,0.88,1.00,1.36,0.74,0.93,1.19,1.19
778,9,single_no_interaction_on_crosswalk,8.942340999999999,1.05,1.17,1.61,0.97,1.32,0.49,0.49
778,10,single_no_interaction_on_crosswalk,35.945537,2.69,3.06,4.10,2.69,9.02,0.91,0.91
778,11,single_no_interaction_on_crosswalk;major_cut_exit_corner,49.941444999999995,2.56,2.39,4.57,2.33,6.97,4.52,4.52
778,12,single_passes_oncoming_single_on_left_on_walkway,24.778014999999996,0.86,0.95,1.31,0.78,0.86,1.30,1.31
778,15,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,14.259647999999999,3.25,3.34,5.77,2.44,13.52,4.43,4.43
778,16,single_no_interaction_on_crosswalk;left_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;minor_cut_exit_corner,51.77676699999999,1.21,1.20,2.03,1.07,1.58,1.98,2.03
778,17,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,6.1990089999999896,4.66,4.70,8.29,1.92,27.79,8.26,8.05
778,18,single_no_interaction_on_walkway,1.874651,0.43,0.47,0.57,0.21,0.20,0.55,0.55
778,19,single_no_interaction_on_walkway,13.890248999999997,1.76,2.08,2.94,1.76,4.13,0.56,0.56
778,20,single_passes_oncoming_single_on_left_on_crosswalk;minor_cut_exit_corner,78.957989,1.87,1.97,5.16,1.73,3.80,4.94,5.16
778,21,single_passes_oncoming_group_on_right_on_walkway,1.2097229999999968,0.91,1.02,1.31,0.28,0.96,1.30,1.31
778,22,group_passes_oncoming_single_on_left_on_walkway,57.533091,0.76,0.56,1.68,0.75,0.80,1.47,1.47
778,23,group_passes_oncoming_single_on_left_on_walkway,57.19845000000001,1.26,1.44,1.89,1.23,1.83,1.76,1.76
778,25,single_no_interaction_on_crosswalk,12.717775000000003,2.49,2.55,4.95,2.45,8.92,4.01,4.01
778,26,single_overtakes_single_on_left_on_crosswalk;minor_cut_exit_corner,37.797098000000005,1.51,1.03,3.35,1.51,3.07,2.53,2.53
778,27,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,3.715295999999995,3.48,3.18,7.36,1.12,16.35,7.30,6.40
778,28,single_no_interaction_on_walkway,5.788670999999994,1.19,1.30,1.62,0.86,1.56,1.48,1.48
778,29,single_no_interaction_on_walkway,19.327005,0.83,0.86,1.25,0.74,0.80,1.14,1.14
778,31,single_no_interaction_on_walkway,15.933099999999996,3.43,3.60,4.05,2.53,12.39,3.46,3.46
778,32,single_overtakes_group_on_left_on_walkway;single_passes_oncoming_single_on_left_on_walkway,18.239475999999996,1.83,1.72,2.98,1.58,3.79,1.91,1.87
778,33,single_passes_oncoming_single_on_left_on_crosswalk;single_passes_oncoming_group_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn,63.939119000000005,1.26,1.12,3.76,1.18,1.97,3.51,3.51
778,34,single_no_interaction_on_walkway,18.317823000000004,1.18,1.22,2.10,1.04,1.85,1.68,1.68
778,35,single_no_interaction_on_walkway,29.906585000000007,0.97,0.86,1.86,0.97,1.27,0.98,0.98
778,36,group_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,58.95685499999999,4.01,4.36,4.89,3.69,16.85,1.48,1.48
778,37,single_no_interaction_on_walkway,26.26746700000001,1.26,1.23,1.69,1.16,1.68,1.43,1.43
778,39,group_no_interaction_on_walkway,28.692128999999994,1.20,1.10,1.62,1.11,1.50,1.28,1.28
778,40,group_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,18.96518499999999,1.18,1.32,1.46,0.73,1.46,1.45,1.45
778,41,single_no_interaction_on_walkway,26.97130999999999,1.29,1.20,2.76,1.21,2.36,1.62,1.62
778,42,group_no_interaction_on_walkway,27.842238999999992,1.26,1.48,2.11,1.21,2.11,2.00,2.00
778,43,group_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,23.958764000000002,3.08,3.43,4.03,2.57,10.29,2.08,2.08
778,44,single_overtakes_single_on_left_on_crosswalk,26.93327500000001,2.18,2.09,3.36,1.84,5.18,3.34,3.36
778,45,single_no_interaction_on_crosswalk,4.957585999999992,1.87,2.07,2.35,1.13,3.77,2.33,2.33
778,47,group_no_interaction_on_walkway,12.822509999999994,0.93,1.15,1.45,0.77,1.08,0.81,0.81
778,48,group_no_interaction_on_crosswalk,32.937899999999985,0.69,0.62,1.58,0.53,0.64,0.84,0.84
778,49,group_no_interaction_on_crosswalk,53.941734,2.34,2.01,4.71,2.23,6.47,2.65,2.65
778,50,group_no_interaction_on_crosswalk;minor_cut_entrance_corner,8.972416999999979,1.65,1.87,2.27,1.02,3.02,2.25,2.27
778,51,group_passes_oncoming_single_on_left_on_walkway;group_passes_oncoming_group_on_left_on_walkway,0.602374999999995,0.46,0.49,0.73,0.04,0.25,0.71,0.73
778,52,group_no_interaction_on_walkway,12.822596000000004,1.34,1.65,1.87,0.88,2.19,0.84,0.84
778,53,group_no_interaction_on_crosswalk,32.935074000000014,1.43,1.51,2.36,1.02,2.32,0.63,0.63
778,54,group_no_interaction_on_crosswalk,53.940777999999995,2.04,1.93,3.45,2.02,4.75,2.41,2.41
778,55,group_no_interaction_on_crosswalk,8.970698999999996,1.27,1.25,2.18,0.81,1.75,2.16,2.18
778,56,single_passes_oncoming_single_on_right_on_walkway;single_passes_oncoming_group_on_right_on_walkway,29.087496999999985,3.45,3.40,5.07,2.93,14.16,4.44,4.43
778,57,group_no_interaction_on_walkway,9.037273999999996,0.49,0.52,1.08,0.24,0.35,0.46,0.46
778,58,group_no_interaction_on_crosswalk,32.95318,1.37,1.36,2.46,1.26,2.27,1.30,1.31
778,59,group_no_interaction_on_crosswalk,53.92290299999999,1.41,1.42,2.13,1.37,2.14,2.12,2.12
778,60,group_no_interaction_on_crosswalk;minor_cut_exit_corner,8.971115000000026,0.72,0.67,1.22,0.43,0.55,1.20,1.22
778,61,group_passes_oncoming_single_on_left_on_walkway;group_passes_oncoming_group_on_left_on_walkway,1.373993999999982,0.38,0.44,0.49,0.08,0.16,0.43,0.43
778,63,single_no_interaction_on_walkway,34.781510999999995,0.49,0.07,1.54,0.49,0.62,0.46,0.46
778,64,single_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;left_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,21.924892999999997,5.14,6.49,6.75,5.14,30.80,0.66,0.65
778,65,single_no_interaction_on_walkway,29.24734000000001,0.79,0.93,1.44,0.75,0.83,1.37,1.37
778,67,single_no_interaction_on_walkway,11.678418000000022,1.82,2.07,2.82,1.72,4.10,0.70,0.70
778,70,single_no_interaction_on_walkway,13.152687000000014,0.81,0.83,0.96,0.69,0.68,0.88,0.88
779,1,group_no_interaction_on_walkway,3.3838040000000014,0.48,0.49,0.77,0.32,0.26,0.76,0.77
779,2,group_no_interaction_on_crosswalk,12.959011,1.27,1.35,1.58,1.09,1.71,1.13,1.13
779,3,group_no_interaction_on_crosswalk,34.952055,3.06,2.87,5.51,2.74,13.24,1.12,1.11
779,4,group_no_interaction_on_crosswalk,8.401726999999994,1.17,1.26,1.36,0.80,1.43,1.13,1.12
779,6,group_no_interaction_on_crosswalk,7.882583,1.30,1.31,1.98,0.93,1.78,1.97,1.98
779,7,group_no_interaction_on_crosswalk;major_cut_entrance_corner;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,24.963165,1.58,2.12,2.83,1.25,3.21,1.79,1.78
779,9,group_passes_oncoming_single_on_right_on_walkway,29.726926000000006,1.92,2.03,2.21,1.72,3.78,2.21,2.20
779,10,group_no_interaction_on_crosswalk,7.972168,0.70,0.60,1.12,0.53,0.55,1.12,1.12
779,11,group_no_interaction_on_crosswalk;minor_cut_entrance_corner;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,24.96093,2.26,2.63,3.67,1.91,6.55,0.55,0.55
779,13,group_passes_oncoming_single_on_right_on_walkway,29.530224000000004,2.22,2.16,2.83,1.98,5.18,2.49,2.50
779,14,group_no_interaction_on_walkway,14.974688,0.97,1.04,1.20,0.85,1.00,1.13,1.12
779,15,group_no_interaction_on_crosswalk,14.977772000000002,0.48,0.37,1.01,0.37,0.33,0.95,0.95
779,16,group_no_interaction_on_crosswalk,36.90702,4.74,4.72,7.19,4.52,27.36,0.58,0.58
779,17,group_no_interaction_on_crosswalk,7.9481660000000005,1.22,1.27,1.57,0.91,1.59,1.51,1.51
779,18,group_no_interaction_on_walkway,1.5063459999999935,0.65,0.73,0.94,0.27,0.49,0.93,0.94
779,19,single_no_interaction_on_walkway,37.945409,1.42,1.45,2.21,1.42,2.13,1.26,1.26
779,20,single_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;minor_cut_exit_corner,22.027235000000005,2.45,2.51,2.94,1.96,6.21,2.60,2.59
779,21,single_passes_oncoming_single_on_right_on_walkway,21.352397999999994,0.91,0.91,1.20,0.82,0.87,0.63,0.62
779,22,single_no_interaction_roadway;jaywalk_across_road,16.527896,15.31,15.32,32.67,1.96,333.05,32.60,23.77
779,23,group_no_interaction_on_crosswalk;minor_cut_entrance_corner,7.966862,1.18,1.08,1.85,0.42,1.65,1.84,1.85
779,24,group_no_interaction_on_crosswalk;major_cut_entrance_corner;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,24.985247999999995,2.16,2.86,3.42,2.14,6.19,1.94,1.94
779,25,group_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,28.950879999999998,5.02,5.95,6.33,4.61,28.45,0.98,0.98
779,26,group_passes_oncoming_single_on_right_on_walkway,30.714806999999993,0.90,0.75,1.73,0.86,0.98,1.72,1.72
779,27,single_no_interaction_on_crosswalk,11.948579,2.79,2.70,4.36,0.07,8.27,4.35,4.17
779,28,single_no_interaction_on_crosswalk;minor_cut_exit_corner,8.94546,4.50,4.72,8.14,4.50,27.06,0.82,0.82
779,29,group_no_interaction_on_walkway,6.156511000000002,1.86,1.88,3.56,1.86,4.60,1.34,1.34
779,30,single_no_interaction_on_crosswalk,15.955928,1.43,1.47,2.23,0.05,2.13,2.18,2.18
779,31,single_no_interaction_on_crosswalk,7.955466000000001,0.76,0.75,1.29,0.60,0.70,0.75,0.73
779,32,group_no_interaction_on_walkway,4.149039999999999,0.82,0.93,1.12,0.51,0.75,1.12,1.12
779,34,group_no_interaction_on_crosswalk,12.132801,1.14,1.30,1.63,0.68,1.51,1.12,1.12
779,35,group_no_interaction_on_crosswalk,36.913698,4.15,4.01,6.93,3.99,22.03,0.73,0.73
779,36,group_no_interaction_on_crosswalk,7.972774999999999,1.36,1.50,1.64,1.01,1.97,1.52,1.51
779,37,group_no_interaction_on_walkway,1.105177999999995,0.37,0.42,0.53,0.15,0.16,0.53,0.53
779,38,group_no_interaction_on_walkway,12.966957,0.72,0.72,1.03,0.51,0.58,1.03,1.03
779,39,group_no_interaction_on_crosswalk,14.965668,0.43,0.45,0.64,0.33,0.21,0.64,0.64
779,40,group_no_interaction_on_crosswalk,34.965721,2.93,2.88,5.58,2.62,12.72,0.46,0.46
779,41,group_no_interaction_on_crosswalk,8.934815999999998,0.85,0.89,1.00,0.57,0.75,1.00,0.99
779,42,group_no_interaction_on_walkway,17.888320000000007,0.91,0.92,1.11,0.72,0.85,1.07,1.07
779,43,single_no_interaction_on_walkway,32.6237,2.60,2.74,4.13,2.44,7.92,1.22,1.22
779,44,single_passes_oncoming_group_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn,20.955227,0.70,0.60,1.43,0.65,0.65,1.42,1.42
779,45,single_no_interaction_on_walkway,9.201520000000002,0.72,0.78,0.89,0.58,0.55,0.71,0.71
779,46,single_no_interaction_on_walkway,79.63886399999998,0.49,0.34,2.36,0.49,0.44,2.35,2.35
779,47,single_passes_oncoming_single_on_right_on_crosswalk;walk_around_car_stopped_in_crosswalk,15.903441000000015,2.57,3.01,3.97,0.16,7.82,3.74,3.78
779,48,single_no_interaction_on_walkway,6.661450000000002,1.51,1.53,2.12,1.02,2.42,2.11,2.12
779,53,single_no_interaction_on_walkway,23.427494999999997,0.95,0.92,1.48,0.87,1.01,1.15,1.15
779,54,single_no_interaction_on_crosswalk;minor_cut_exit_corner,18.457906,2.52,2.57,3.43,2.06,6.66,3.41,3.43
779,55,single_no_interaction_on_crosswalk,11.946154999999997,0.24,0.13,0.82,0.23,0.10,0.44,0.44
779,56,single_no_interaction_on_crosswalk;left_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_beginning_of_vehicle_turn,16.966206999999997,7.37,9.00,11.08,7.37,68.30,0.91,0.91
779,57,single_no_interaction_on_walkway,13.091671000000005,1.75,1.90,2.04,1.45,3.20,1.38,1.38
779,58,single_passes_oncoming_single_on_right_on_walkway,21.223956,1.37,1.40,1.94,1.24,2.06,1.01,1.01
779,59,single_no_interaction_on_crosswalk;increase_speed_while_crossing_crosswalk,8.848372999999995,2.29,2.67,3.22,1.83,5.87,3.08,3.08
779,60,single_no_interaction_on_walkway,19.719876,2.35,2.56,3.00,2.02,5.98,2.81,2.81
779,65,single_no_interaction_on_crosswalk;minor_cut_exit_corner,5.759642000000014,1.21,0.76,2.81,0.74,2.08,2.80,2.81
779,66,single_no_interaction_on_crosswalk,11.97503900000001,0.94,0.98,1.92,0.84,1.14,0.71,0.71
779,67,single_no_interaction_on_crosswalk;minor_cut_exit_corner,5.962028000000004,1.47,1.45,1.96,0.96,2.31,1.95,1.95
779,69,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,8.502672999999987,3.49,3.79,4.89,2.55,13.56,3.81,3.80
779,70,single_no_interaction_on_crosswalk;major_cut_exit_corner,42.923145000000005,4.13,2.66,8.12,4.10,24.95,3.76,3.76
779,71,single_no_interaction_on_walkway,26.70119600000001,0.69,0.64,1.13,0.64,0.54,1.03,1.03
779,72,single_no_interaction_on_walkway,60.44223099999999,0.75,0.26,2.26,0.75,1.14,1.55,1.55
779,73,single_passes_oncoming_single_on_right_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,27.666478000000012,0.74,0.82,1.25,0.66,0.68,1.25,1.25
779,75,single_no_interaction_on_walkway,10.641763999999995,1.64,1.67,1.90,1.28,2.77,1.81,1.81
779,76,single_no_interaction_on_walkway,54.178055,0.70,0.35,2.82,0.70,1.18,2.61,2.61
779,77,single_no_interaction_on_walkway,1.4723050000000057,0.69,0.79,0.94,0.26,0.55,0.94,0.94
779,78,group_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn,15.935776999999973,2.35,2.68,3.07,2.26,6.23,0.78,0.78
780,2,single_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes-unsignalized_crosswalk;minor_cut_exit_corner,5.958577999999999,1.66,1.85,2.26,1.07,3.08,2.15,2.15
780,3,single_no_interaction_on_walkway,1.3725649999999998,1.01,1.14,1.44,0.33,1.19,1.44,1.44
780,5,single_no_interaction_on_crosswalk,21.957508,1.29,1.61,2.12,1.23,2.19,0.52,0.52
780,6,single_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes-unsignalized_crosswalk;minor_cut_exit_corner,5.958821999999998,2.23,2.04,3.72,1.35,5.91,3.71,3.71
780,9,single_no_interaction_on_crosswalk;jaywalk_beside_crosswalk,14.799700000000001,3.01,3.17,5.87,3.01,13.04,3.41,3.41
780,10,single_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_beginning_of_vehicle_turn,24.967820000000003,3.88,4.44,5.74,3.88,18.15,0.79,0.79
780,11,single_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn,28.946438999999998,0.91,1.01,2.37,0.85,1.48,2.36,2.36
780,12,single_no_interaction_on_walkway,24.304487999999992,1.88,1.95,2.34,1.69,3.69,1.44,1.43
780,13,single_no_interaction_on_walkway,0.7697280000000006,1.20,1.33,1.84,0.23,1.72,1.82,1.84
780,14,single_no_interaction_on_crosswalk,29.946952999999993,0.88,0.26,3.10,0.88,1.81,0.78,0.78
780,15,single_no_interaction_on_crosswalk,24.963456000000008,0.86,1.12,1.27,0.80,0.91,0.36,0.36
780,16,single_no_interaction_on_crosswalk,5.897798999999992,0.66,0.69,0.82,0.48,0.45,0.76,0.76
780,17,group_no_interaction_on_walkway,21.966046000000006,1.00,0.59,2.43,0.86,1.41,2.42,2.42
780,18,group_no_interaction_on_crosswalk;major_cut_entrance_corner,10.946213,0.98,0.81,2.18,0.53,1.64,0.93,0.93
780,19,group_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,44.920503,2.72,2.52,6.69,2.39,11.21,2.58,2.58
780,20,group_no_interaction_on_walkway,11.414027000000004,0.28,0.30,0.48,0.24,0.09,0.40,0.40
780,21,group_no_interaction_on_crosswalk,10.780513000000013,0.47,0.53,0.99,0.27,0.31,0.56,0.56
780,22,group_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,44.933835999999985,2.64,2.48,5.81,2.11,10.86,2.26,2.26
780,23,group_no_interaction_on_crosswalk;right_turning_vehicle_intersects_pedestrian_path-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,21.888678999999996,7.17,7.19,13.54,7.04,69.73,0.42,0.42
780,26,single_no_interaction_on_walkway,22.761401000000006,0.89,1.00,1.34,0.66,0.97,0.82,0.82
780,27,single_no_interaction_on_crosswalk;major_cut_entrance_corner;left_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_last-signalized_crosswalk_at_end_of_vehicle_turn,18.942926,2.21,1.42,5.74,2.21,8.57,4.10,4.10
780,28,single_no_interaction_on_crosswalk,14.96002200000001,1.57,1.84,2.21,1.43,2.86,1.58,1.58
780,29,single_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes-unsignalized_crosswalk;minor_cut_exit_corner,6.874550999999997,1.58,1.62,2.34,1.05,2.66,2.32,2.34
780,31,single_no_interaction_on_walkway,19.675707000000017,0.88,1.05,1.78,0.88,1.05,1.77,1.77
781,3,group_no_interaction_on_crosswalk,7.970838999999998,0.49,0.59,0.77,0.42,0.29,0.72,0.72
781,4,group_no_interaction_on_walkway,16.254183999999995,0.80,0.80,1.35,0.48,0.79,1.28,1.27
781,6,group_no_interaction_on_crosswalk;major_cut_exit_corner,40.966939999999994,0.61,0.01,2.54,0.51,1.02,2.50,2.54
781,7,group_no_interaction_on_crosswalk;minor_cut_entrance_corner;minor_cut_exit_corner,7.6056370000000015,0.90,0.92,1.46,0.62,0.92,1.44,1.44
781,10,group_no_interaction_on_crosswalk,10.347062999999999,0.76,0.72,1.54,0.57,0.81,1.27,1.27
781,11,group_passes_oncoming_single_on_left_on_crosswalk,42.968929,2.68,2.45,4.54,2.33,8.32,1.58,1.58
781,12,group_no_interaction_on_crosswalk;right_turning_vehicle_yields-pedestrian_not_in_conflict_lanes_crosses_conflict_lanes_first-signalized_crosswalk_at_end_of_vehicle_turn,38.938996,0.60,0.01,1.93,0.57,0.93,0.85,0.85
781,13,group_no_interaction_on_walkway,7.76518999999999,0.26,0.30,0.49,0.22,0.08,0.47,0.47
781,15,group_no_interaction_on_crosswalk;minor_cut_entrance_corner,11.045872,1.17,1.33,1.82,0.41,1.66,0.59,0.59
