pid,maneuver sequence
1,M_ENTERCROSSWALK,M_KEEPINLANE,M_EXITCROSSWALK,M_KEEPINLANE,M_ENTERCROSSWALK,M_KEEPINLANE,M_EXITCROSSWALK,M_KEEPINLANE,M_ENTERCROSSWALK,M_KEEPINLANE
