scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,20,Pedestrian,,group_no_interaction_walkway,21;23;26;27;28;29;30;32;49;53;76;78;80,0,20
2,s,20,Pedestrian,,group_no_interaction_crosswalk;jaywalk_beside_crosswalk,21;23;26;27;28;29;30;32;49;53;76;78;80,20,35
3,s,20,Pedestrian,,group_no_interaction_crosswalk;major_cut_exit_corner,21;23;26;27;28;29;30;32;49;53;76;78;80,35,70
4,s,20,Pedestrian,,group_passes_group_walkway;pass_oncoming_on_right,21;23;26;27;28;29;30;32;49;53;76;78;80,70,95.428667
5,s,21,Pedestrian,,single_no_interaction_crosswalk,20;23;26;27;28;29;30;32;49;53;76;78;80,0,26
6,s,21,Pedestrian,,single_no_interaction_crosswalk;minor_cut_entrance_corner,20;23;26;27;28;29;30;32;49;53;76;78;80,26,36
7,s,21,Pedestrian,,single_no_interaction_walkway,20;23;26;27;28;29;30;32;49;53;76;78;80,36,68.902167
8,s,23,Pedestrian,,single_no_interaction_walkway,20;21;26;27;28;29;30;32;49;53;76;78;80;132,0,40
9,s,23,Pedestrian,,single_no_interaction_crosswalk,20;21;26;27;28;29;30;32;49;53;76;78;80;132,40,60
10,s,23,Pedestrian,,group_no_interaction_crosswalk,20;21;26;27;28;29;30;32;49;53;76;78;80;132,60,115
11,s,23,Pedestrian,,group_no_interaction_crosswalk,20;21;26;27;28;29;30;32;49;53;76;78;80;132,115,122
12,s,23,Pedestrian,,group_no_interaction_walkway,20;21;26;27;28;29;30;32;49;53;76;78;80;132,122,149.816333
13,s,26,Pedestrian,,group_no_interaction_walkway,20;21;23;27;28;29;30;32;49;53;76;78;80,0,2
14,s,26,Pedestrian,,group_no_interaction_crosswalk,20;21;23;27;28;29;30;32;49;53;76;78;80,2,30
15,s,26,Pedestrian,,group_no_interaction_crosswalk;minor_cut_entrance_corner;major_cut_exit_corner,20;21;23;27;28;29;30;32;49;53;76;78;80,30,96.262833
16,s,27,Pedestrian,,group_no_interaction_walkway,20;21;23;26;28;29;30;32;49;53;76;78;80,0,2
17,s,27,Pedestrian,,group_no_interaction_crosswalk,20;21;23;26;28;29;30;32;49;53;76;78;80,2,30
18,s,27,Pedestrian,,group_no_interaction_crosswalk;minor_cut_entrance_corner;major_cut_exit_corner,20;21;23;26;28;29;30;32;49;53;76;78;80,30,96.763333
19,s,28,Pedestrian,,group_no_interaction_walkway,20;21;23;26;27;29;30;32;49;53;76;78;80,0,2
20,s,28,Pedestrian,,group_no_interaction_crosswalk,20;21;23;26;27;29;30;32;49;53;76;78;80,2,30
21,s,28,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,20;21;23;26;27;29;30;32;49;53;76;78;80,30,95.762333
22,s,29,Pedestrian,,single_no_interaction_walkway,20;21;23;26;27;28;30;32,0,18.852167
23,s,30,Pedestrian,,group_no_interaction_walkway,20;21;23;26;27;28;29;32;49;53;76;78;80,0,20
24,s,30,Pedestrian,,group_no_interaction_crosswalk;jaywalk_beside_crosswalk,20;21;23;26;27;28;29;32;49;53;76;78;80,20,35
25,s,30,Pedestrian,,group_no_interaction_crosswalk;major_cut_exit_corner,20;21;23;26;27;28;29;32;49;53;76;78;80,35,70
26,s,30,Pedestrian,,group_passes_group_walkway;pass_oncoming_on_right,20;21;23;26;27;28;29;32;49;53;76;78;80,70,94.761333
27,s,32,Pedestrian,,group_no_interaction_walkway,20;21;23;26;27;28;29;30;49;53;76;78;80;132,3.003,22
28,s,32,Pedestrian,,group_no_interaction_crosswalk;jaywalk_beside_crosswalk,20;21;23;26;27;28;29;30;49;53;76;78;80;132,22,35
29,s,32,Pedestrian,,single_no_interaction_crosswalk,20;21;23;26;27;28;29;30;49;53;76;78;80;132,35,75
30,s,32,Pedestrian,,single_passes_single_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;pass_oncoming_on_right,20;21;23;26;27;28;29;30;49;53;76;78;80;132,75,122
31,s,32,Pedestrian,,single_no_interaction_walkway,20;21;23;26;27;28;29;30;49;53;76;78;80;132,122,131.131
32,x,49,Pedestrian,,-,20;21;23;26;27;28;30;32;53,24.357667,35.368667
33,x,53,Pedestrian,,-,20;21;23;26;27;28;30;32;49,31.865167,42.042
34,s,76,Pedestrian,,single_passes_group_walkway;pass_oncoming_on_right,20;21;23;26;27;28;30;32;78;80;132,63.730333,83
35,s,76,Pedestrian,,single_no_interaction_crosswalk;major_cut_entrance_corner;vehicle_turns_left_in_front_of_crossing_pedestrian_not_over_halfway;cross_in_front_of_yielding_left-turning_vehicle,20;21;23;26;27;28;30;32;78;80;132,83,102
36,s,76,Pedestrian,,group_no_interaction_crosswalk,20;21;23;26;27;28;30;32;78;80;132,102,116
37,s,76,Pedestrian,,group_no_interaction_crosswalk;minor_cut_entrance_corner;minor_cut_exit_corner,20;21;23;26;27;28;30;32;78;80;132,116,124
38,s,76,Pedestrian,,single_overtakes_single_walkway;overtake_on_left,20;21;23;26;27;28;30;32;78;80;132,124,146.813333
39,s,78,Pedestrian,,single_no_interaction_walkway,20;21;23;26;27;28;30;32;76;80;132,64.397667,98
40,s,78,Pedestrian,,single_passes_single_crosswalk;vehicle_turns_right_in_front_of_crossing_pedestrian_not_over_halfway;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,20;21;23;26;27;28;30;32;76;80;132,98,120
41,s,78,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_left,20;21;23;26;27;28;30;32;76;80;132,120,147.981167
42,s,80,Pedestrian,,single_passes_group_walkway;pass_oncoming_on_right,20;21;23;26;27;28;30;32;76;78;132,66.232833,84
43,s,80,Pedestrian,,single_no_interaction_crosswalk;major_cut_entrance_corner;vehicle_turns_left_in_front_of_crossing_pedestrian_not_over_halfway;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,20;21;23;26;27;28;30;32;76;78;132,84,101
44,s,80,Pedestrian,,group_no_interaction_crosswalk,20;21;23;26;27;28;30;32;76;78;132,101,112
45,s,80,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,20;21;23;26;27;28;30;32;76;78;132,112,122.956167
46,s,132,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_left,23;32;76;78;80;192;193;209;210;214;217;222;228;229;234;236;256;266;267;271,100.6005,175
47,s,132,Pedestrian,,single_no_interaction_walkway,23;32;76;78;80;192;193;209;210;214;217;222;228;229;234;236;256;266;267;271,175,185
48,s,132,Pedestrian,,single_avoids_car_in_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;32;76;78;80;192;193;209;210;214;217;222;228;229;234;236;256;266;267;271,212,228
49,s,132,Pedestrian,,single_no_interaction_walkway,23;32;76;78;80;192;193;209;210;214;217;222;228;229;234;236;256;266;267;271,240,256.256
50,s,192,Pedestrian,,group_no_interaction_walkway,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,162.996167,187
51,s,192,Pedestrian,,group_no_interaction_crosswalk,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,187,200
52,s,192,Pedestrian,,group_no_interaction_crosswalk,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,200,225
53,s,192,Pedestrian,,group_no_interaction_crosswalk,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,225,231
54,s,192,Pedestrian,,group_no_interaction_walkway,132;193;209;210;214;217;222;228;229;234;236;256;266;267;271,231,258.258
55,s,193,Pedestrian,,group_no_interaction_walkway,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,162.996167,187
56,s,193,Pedestrian,,group_no_interaction_crosswalk,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,187,200
57,s,193,Pedestrian,,group_no_interaction_crosswalk,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,200,225
58,s,193,Pedestrian,,group_no_interaction_crosswalk,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,225,231
59,s,193,Pedestrian,,group_no_interaction_walkway,132;192;209;210;214;217;222;228;229;234;236;256;266;267;271,231,257.7575
60,x,209,Pedestrian,,-,132;192;193;210;214;217,178.845333,188.521667
61,x,210,Pedestrian,,-,132;192;193;209;214;217,179.179,189.522667
62,s,214,Pedestrian,,single_no_interaction_walkway,132;192;193;209;210;217;222;228;229;234;236,182.849333,212.378833
63,s,217,Pedestrian,,group_no_interaction_crosswalk;minor_cut_exit_corner,132;192;193;209;210;214;222;228;229;234;236;256;266;267;271,185.6855,225
64,s,217,Pedestrian,,single_passes_group_crosswalk;pass_oncoming_on_left,132;192;193;209;210;214;222;228;229;234;236;256;266;267;271,225,267
65,s,217,Pedestrian,,single_no_interaction_walkway,132;192;193;209;210;214;222;228;229;234;236;256;266;267;271,267,274.107167
66,x,222,Pedestrian,,-,132;192;193;214;217;228;229;234;236;256;266;267;271,195.195,260.26
67,s,228,Pedestrian,,group_no_interaction_walkway,132;192;193;214;217;222;229;234;236;256;266;267;271,203.536667,240
68,s,228,Pedestrian,,group_passes_group_crosswalk;pass_oncoming_on_left,132;192;193;214;217;222;229;234;236;256;266;267;271,240,266
69,s,228,Pedestrian,,group_no_interaction_crosswalk,132;192;193;214;217;222;229;234;236;256;266;267;271,266,273
70,s,228,Pedestrian,,group_no_interaction_walkway,132;192;193;214;217;222;229;234;236;256;266;267;271,273,290.7905
71,s,229,Pedestrian,,group_no_interaction_walkway,132;192;193;214;217;222;228;234;236;256;266;267;271,203.536667,240
72,s,229,Pedestrian,,group_passes_group_crosswalk;pass_oncoming_on_left,132;192;193;214;217;222;228;234;236;256;266;267;271,240,266
73,s,229,Pedestrian,,group_no_interaction_crosswalk,132;192;193;214;217;222;228;234;236;256;266;267;271,266,273
74,s,229,Pedestrian,,group_no_interaction_walkway,132;192;193;214;217;222;228;234;236;256;266;267;271,273,290.7905
75,x,234,Pedestrian,,-,132;192;193;214;217;222;228;229;236;256;266;267;271,207.874333,258.424833
76,x,236,Pedestrian,,-,132;192;193;214;217;222;228;229;234,208.374833,217.7175
77,x,256,Pedestrian,,-,132;192;193;217;222;228;229;234;266;267;271,235.568667,258.591667
78,s,266,Pedestrian,,group_no_interaction_crosswalk,132;192;193;217;222;228;229;234;256;267;271,242.075167,250
79,s,266,Pedestrian,,group_passes_group_crosswalk;pass_oncoming_on_left;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,132;192;193;217;222;228;229;234;256;267;271,250,271
80,s,266,Pedestrian,,group_no_interaction_walkway,132;192;193;217;222;228;229;234;256;267;271,271,278.7785
81,s,267,Pedestrian,,group_no_interaction_crosswalk,132;192;193;217;222;228;229;234;256;266;271,242.075167,250
82,s,267,Pedestrian,,group_passes_group_crosswalk;pass_oncoming_on_left;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,132;192;193;217;222;228;229;234;256;266;271,250,271
83,s,267,Pedestrian,,group_no_interaction_walkway,132;192;193;217;222;228;229;234;256;266;271,271,278.444833
84,x,271,Pedestrian,,-,132;192;193;217;222;228;229;234;256;266;267,247.080167,258.591667
