scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,22,Pedestrian,,single_no_interaction_crosswalk,35;45;51;53;109;117,7.173833,23
2,s,22,Pedestrian,,single_no_interaction_crosswalk,35;45;51;53;109;117,23,75
3,s,22,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_right,35;45;51;53;109;117,75,92
4,s,22,Pedestrian,,single_no_interaction_walkway,35;45;51;53;109;117,92,110.777333
5,x,35,Pedestrian,,-,22;45;51;53,28.361667,57.223833
6,s,45,Pedestrian,,single_no_interaction_walkway,22;35;51;53;109;117;143;149;151,41.374667,56
7,s,45,Pedestrian,,single_no_interaction_crosswalk;major_cut_entrance_corner,22;35;51;53;109;117;143;149;151,56,120
8,s,45,Pedestrian,,single_no_interaction_crosswalk,22;35;51;53;109;117;143;149;151,120,138
9,s,45,Pedestrian,,single_no_interaction_crosswalk;minor_cut_exit_corner,22;35;51;53;109;117;143;149;151,138,144
10,s,45,Pedestrian,,single_no_interaction_walkway,22;35;51;53;109;117;143;149;151,144,164.164
11,s,51,Pedestrian,,single_no_interaction_walkway,22;35;45;53,50.05,60
12,s,51,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left,22;35;45;53,60,80
13,s,51,Pedestrian,,single_no_interaction_crosswalk;minor_cut_exit_corner,22;35;45;53,80,88.922167
14,s,53,Pedestrian,,single_no_interaction_walkway,22;35;45;51;109;117;143;149;151,50.717333,67
15,s,53,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,22;35;45;51;109;117;143;149;151,67,75
16,s,53,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left,22;35;45;51;109;117;143;149;151,75,105
17,s,53,Pedestrian,,single_no_interaction_crosswalk;minor_cut_entrance_corner;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;major_cut_exit_corner,22;35;45;51;109;117;143;149;151,105,144
18,s,53,Pedestrian,,single_no_interaction_walkway,22;35;45;51;109;117;143;149;151,144,151.985167
19,s,109,Pedestrian,,single_no_interaction_walkway,22;45;53;117;143;149;151,94.928167,105
20,s,109,Pedestrian,,single_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;cross_in_front_of_yielding_left-turning_vehicle,22;45;53;117;143;149;151,105,125
21,s,109,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,22;45;53;117;143;149;151,125,140
22,s,109,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,22;45;53;117;143;149;151,140,148
23,s,109,Pedestrian,,single_no_interaction_walkway,22;45;53;117;143;149;151,148,175.6755
24,x,117,Pedestrian,,-,22;45;53;109,102.268833,112.6125
25,x,143,Pedestrian,,-,45;53;109;149;151,138.972167,159.993167
26,x,149,Pedestrian,,-,45;53;109;143;151,143.6435,165.6655
27,x,151,Pedestrian,,-,45;53;109;143;149,144.6445,163.329833
28,x,178,Pedestrian,,-,,180.6805,188.188
