scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,18,Pedestrian,,single_no_interaction_walkway,19;20;23;25;49;51,0,32.032
2,s,19,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_left-turning_vehicle,18;20;23;25;49;51,0,46
3,s,19,Pedestrian,,group_no_interaction_walkway,18;20;23;25;49;51,46,54.054
4,s,20,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_left-turning_vehicle,18;19;23;25;49;51,0,46
5,s,20,Pedestrian,,group_no_interaction_walkway,18;19;23;25;49;51,46,54.054
6,s,23,Pedestrian,,single_no_interaction_crosswalk,18;19;20;25;49;51,0,10
7,s,23,Pedestrian,,single_no_interaction_crosswalk;minor_cut_exit_corner;cross_in_front_of_yielding_right-turning_vehicle_on_unsignalized_crosswalk,18;19;20;25;49;51,10,18
8,s,23,Pedestrian,,single_no_interaction_walkway,18;19;20;25;49;51,18,47.380667
9,s,25,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,18;19;20;23,0,16.349667
10,s,49,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_unsignalized_crosswalk,18;19;20;23;51,22.856167,40
11,s,49,Pedestrian,,single_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk;minor_cut_exit_corner,18;19;20;23;51,40,53
12,s,49,Pedestrian,,single_no_interaction_walkway,18;19;20;23;51,53,57.390667
13,x,51,Pedestrian,,-,18;19;20;23;49,24.024,41.041
14,s,106,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,107;108;109;112;143;144;150;153;178;226;227,84.084,169
15,s,106,Pedestrian,,group_no_interaction_crosswalk;minor_cut_exit_corner,107;108;109;112;143;144;150;153;178;226;227,169,176
16,s,106,Pedestrian,,group_no_interaction_walkway,107;108;109;112;143;144;150;153;178;226;227,176,205.205
17,s,107,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,106;108;109;112;143;144;150;153;178;226;227,84.084,168
18,s,107,Pedestrian,,group_no_interaction_crosswalk,106;108;109;112;143;144;150;153;178;226;227,168,176
19,s,107,Pedestrian,,group_no_interaction_walkway,106;108;109;112;143;144;150;153;178;226;227,176,206.039167
20,s,108,Pedestrian,,group_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,106;107;109;112;143;144;150;153;178;226;227,84.751333,169
21,s,108,Pedestrian,,group_no_interaction_crosswalk,106;107;109;112;143;144;150;153;178;226;227,169,176
22,s,108,Pedestrian,,group_no_interaction_walkway,106;107;109;112;143;144;150;153;178;226;227,176,204.871333
23,s,109,Pedestrian,,single_no_interaction_walkway,106;107;108;112;143;144;150;153,85.251833,108
24,s,109,Pedestrian,,single_no_interaction_crosswalk;minor_cut_entrance_corner,106;107;108;112;143;144;150;153,108,115
25,s,109,Pedestrian,,single_no_interaction_crosswalk,106;107;108;112;143;144;150;153,115,128
26,s,109,Pedestrian,,single_no_interaction_crosswalk,106;107;108;112;143;144;150;153,128,134
27,s,109,Pedestrian,,single_no_interaction_walkway,106;107;108;112;143;144;150;153,134,152.6525
28,s,112,Pedestrian,,single_no_interaction_walkway,106;107;108;109;143;144;150;153;178;226;227,89.5895,114
29,s,112,Pedestrian,,single_no_interaction_crosswalk;major_cut_entrance_corner;minor_cut_exit_corner,106;107;108;109;143;144;150;153;178;226;227,114,150
30,s,112,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,106;107;108;109;143;144;150;153;178;226;227,150,177
31,s,112,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,106;107;108;109;143;144;150;153;178;226;227,177,182
32,s,112,Pedestrian,,single_no_interaction_walkway,106;107;108;109;143;144;150;153;178;226;227,182,202.7025
33,s,143,Pedestrian,,single_no_interaction_walkway,106;107;108;109;112;144;150;153;178;226;227;251;252,123.957167,140
34,s,143,Pedestrian,,single_no_interaction_crosswalk,106;107;108;109;112;144;150;153;178;226;227;251;252,140,190
35,s,143,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_right,106;107;108;109;112;144;150;153;178;226;227;251;252,190,210
