scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
36,s,143,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,106;107;108;109;112;144;150;153;178;226;227;251;252,210,217
37,s,143,Pedestrian,,single_no_interaction_walkway,106;107;108;109;112;144;150;153;178;226;227;251;252,217,232.398833
38,s,144,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,106;107;108;109;112;143;150;153;178;226;227,183,204.037167
39,x,150,Pedestrian,,-,106;107;108;109;112;143;144;153,132.966167,142.308833
40,x,153,Pedestrian,,-,106;107;108;109;112;143;144;150,135.468667,138.805333
41,s,178,Pedestrian,,single_no_interaction_walkway,106;107;108;112;143;144;226;227;251;252;266,157.6575,177
42,s,178,Pedestrian,,single_no_interaction_crosswalk;cross_in_front_of_yielding_right-turning_vehicle_on_unsignalized_crosswalk,106;107;108;112;143;144;226;227;251;252;266,177,190
43,s,178,Pedestrian,,single_no_interaction_crosswalk;minor_cut_exit_corner,106;107;108;112;143;144;226;227;251;252;266,230,256
44,s,178,Pedestrian,,single_no_interaction_walkway,106;107;108;112;143;144;226;227;251;252;266,256,278.444833
45,x,226,Pedestrian,,-,106;107;108;112;143;144;178;227,191.357833,204.871333
46,x,227,Pedestrian,,-,106;107;108;112;143;144;178;226,191.357833,204.537667
47,s,251,Pedestrian,,single_no_interaction_walkway,143;178;252;266,223.389833,291.124167
48,x,252,Pedestrian,,-,143;178;251,225.391833,237.403833
49,x,266,Pedestrian,,-,178;251,243.910333,291.124167
