scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,23,Pedestrian,,single_no_interaction_walkway,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,0,10
2,s,23,Pedestrian,,single_no_interaction_crosswalk;vehicle_turns_right_in_front_of_crossing_pedestrian_not_over_halfway;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,10,55
3,s,23,Pedestrian,,single_passes_group_walkway;pass_oncoming_on_left,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,55,84
4,s,23,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_left,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,84,150
5,s,23,Pedestrian,,group_no_interaction_crosswalk,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,150,192
6,s,23,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,192,200
7,s,23,Pedestrian,,single_no_interaction_walkway,31;52;62;65;68;69;71;74;77;78;114;116;118;153;154;155;164;188,200,222.7225
8,s,31,Pedestrian,,single_no_interaction_walkway,23;52;62;65;68;69;71;74;77;78;114;116;118,5.839167,15
9,s,31,Pedestrian,,single_no_interaction_crosswalk,23;52;62;65;68;69;71;74;77;78;114;116;118,15,24
10,s,31,Pedestrian,,single_no_interaction_crosswalk,23;52;62;65;68;69;71;74;77;78;114;116;118,24,60
11,s,31,Pedestrian,,single_no_interaction_crosswalk;major_cut_exit_corner,23;52;62;65;68;69;71;74;77;78;114;116;118,60,110
12,s,31,Pedestrian,,single_passes_single_walkway;pass_oncoming_on_left,23;52;62;65;68;69;71;74;77;78;114;116;118,110,134.801333
13,x,52,Pedestrian,,-,23;31;62,38.872167,55.5555
14,s,62,Pedestrian,,single_no_interaction_walkway,23;31;52;65;68;69;71;74;77;78;114;116;118,52.5525,70
15,s,62,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,23;31;52;65;68;69;71;74;77;78;114;116;118,70,85
16,s,62,Pedestrian,,single_no_interaction_crosswalk;cross_in_front_of_yielding_left-turning_vehicle;minor_cut_exit_corner,23;31;52;65;68;69;71;74;77;78;114;116;118,85,137
17,s,62,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,23;31;52;65;68;69;71;74;77;78;114;116;118,137,145
18,s,62,Pedestrian,,single_no_interaction_walkway,23;31;52;65;68;69;71;74;77;78;114;116;118,145,150.984167
19,s,65,Pedestrian,,single_no_interaction_walkway,23;31;62;68;69;71;74;77;78;114;116;118;153;154;155,56.056,70
20,s,65,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left;minor_cut_exit_corner,23;31;62;68;69;71;74;77;78;114;116;118;153;154;155,70,148
21,s,65,Pedestrian,,single_passes_group_walkway;pass_oncoming_on_right,23;31;62;68;69;71;74;77;78;114;116;118;153;154;155,148,153.153
22,s,68,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_left,23;31;62;65;69;71;74;77;78;114;116;118,59.059,116.6165
23,s,69,Pedestrian,,group_passes_single_walkway;pass_oncoming_on_left,23;31;62;65;68;71;74;77;78;114;116;118,59.059,116.282833
24,s,71,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;74;77;78;114;116;118,60.226833,74
25,s,71,Pedestrian,,single_no_interaction_crosswalk,23;31;62;65;68;69;74;77;78;114;116;118,74,88
26,s,71,Pedestrian,,single_overtakes_single_crosswalk;overtake_on_left;minor_cut_exit_corner,23;31;62;65;68;69;74;77;78;114;116;118,88,135
27,s,71,Pedestrian,,single_no_interaction_crosswalk;jaywalk_beside_crosswalk,23;31;62;65;68;69;74;77;78;114;116;118,135,140
28,s,71,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;74;77;78;114;116;118,140,145.812333
29,s,74,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;77;78;114;116;118;153;154;155;164,64.731333,94
30,s,74,Pedestrian,,group_passes_single_crosswalk;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;31;62;65;68;69;71;77;78;114;116;118;153;154;155;164,94,154
31,s,74,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;77;78;114;116;118;153;154;155;164,154,182.6825
32,s,77,Pedestrian,,single_overtakes_group_walkway;single_passes_single_walkway;pass_oncoming_on_left;overtake_on_left,23;31;62;65;68;69;71;74;78;114;116;118;153;154;155;164,65.732333,84
33,s,77,Pedestrian,,single_passes_single_crosswalk;pass_oncoming_on_left;single_passes_group_crosswalk;pass_oncoming_on_right;cross_in_front_of_yielding_right-turning_vehicle_on_signalized_crosswalk,23;31;62;65;68;69;71;74;78;114;116;118;153;154;155;164,84,148
34,s,77,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;74;78;114;116;118;153;154;155;164,148,166.332833
35,s,78,Pedestrian,,single_no_interaction_walkway,23;31;62;65;68;69;71;74;77;114;116;118;153;154;155;164,66.066,96
